Gen	t_n5	t_n6	t_n7	mu1	mu2	mu3	mu4	mu5	lnL
16968	0.3411831	0.0612262	0.0758877	0.0613000	0.0744901	0.0640815	0.0610720	0.0626096	-255149.980
16970	0.3151306	0.0557459	0.0718780	0.0703854	0.0805678	0.0703813	0.0670759	0.0687647	-255152.399
16972	0.3429829	0.0573028	0.0758173	0.0628520	0.0747288	0.0577062	0.0598968	0.0661421	-255152.109
16974	0.2897096	0.0505210	0.0640411	0.0744096	0.0881700	0.0683175	0.0743246	0.0715365	-255145.608
16976	0.3462550	0.0603816	0.0774764	0.0592208	0.0720865	0.0571609	0.0621870	0.0567122	-255148.562
16978	0.3501310	0.0593622	0.0740925	0.0584415	0.0720865	0.0571609	0.0591706	0.0609996	-255150.387
16980	0.3868555	0.0655886	0.0837874	0.0565110	0.0653346	0.0511015	0.0553481	0.0522778	-255146.389
16982	0.3781577	0.0655886	0.0796989	0.0582719	0.0663773	0.0511015	0.0542434	0.0573126	-255149.596
16984	0.3693716	0.0655886	0.0796989	0.0547405	0.0663773	0.0511015	0.0578720	0.0573126	-255149.337
16986	0.3199172	0.0558191	0.0713283	0.0643212	0.0802920	0.0621856	0.0655886	0.0673435	-255147.512
16988	0.3108377	0.0545638	0.0664881	0.0704490	0.0851549	0.0636162	0.0670974	0.0688927	-255148.417
16990	0.3488313	0.0612331	0.0784724	0.0627760	0.0704137	0.0566873	0.0597894	0.0613892	-255146.287
16992	0.3488313	0.0586775	0.0784724	0.0602650	0.0704137	0.0566873	0.0597894	0.0587592	-255146.860
16994	0.3637609	0.0629761	0.0784724	0.0602650	0.0704137	0.0566873	0.0581438	0.0587592	-255146.765
16996	0.3200901	0.0554156	0.0715923	0.0662035	0.0770331	0.0586577	0.0673195	0.0684135	-255148.263
16998	0.3200901	0.0554156	0.0715923	0.0662035	0.0794284	0.0630805	0.0629007	0.0684135	-255150.541
17000	0.3097322	0.0559488	0.0692756	0.0684174	0.0820846	0.0699133	0.0666877	0.0663189	-255149.070
17002	0.3605358	0.0656680	0.0806385	0.0591259	0.0705179	0.0527778	0.0589525	0.0570382	-255146.308
17004	0.2882281	0.0524979	0.0644659	0.0773192	0.0843205	0.0709012	0.0737419	0.0678921	-255149.538
17006	0.3573759	0.0650924	0.0799317	0.0623589	0.0717572	0.0571827	0.0587921	0.0573289	-255147.819
17008	0.3097697	0.0524837	0.0690815	0.0668047	0.0789902	0.0603983	0.0680263	0.0692592	-255148.261
17010	0.2919746	0.0516129	0.0627809	0.0743047	0.0869175	0.0664598	0.0726264	0.0717831	-255145.620
17012	0.3460257	0.0593007	0.0751035	0.0639936	0.0746888	0.0586658	0.0607102	0.0630687	-255147.973
17014	0.3365507	0.0572539	0.0732461	0.0639936	0.0765267	0.0613453	0.0632793	0.0630687	-255146.720
17016	0.3409364	0.0596042	0.0709468	0.0618622	0.0735092	0.0589264	0.0607841	0.0627797	-255149.400
17018	0.2877085	0.0511096	0.0608358	0.0721439	0.0857266	0.0687201	0.0736670	0.0732138	-255147.820
17020	0.2877085	0.0494390	0.0626873	0.0753365	0.0886803	0.0687201	0.0736670	0.0732138	-255145.407
17022	0.3226682	0.0590332	0.0698448	0.0676161	0.0795925	0.0616778	0.0661177	0.0633090	-255147.191
17024	0.3436492	0.0628717	0.0743864	0.0634879	0.0705157	0.0579122	0.0620810	0.0594438	-255147.491
17026	0.3229598	0.0560320	0.0699080	0.0675551	0.0750331	0.0560322	0.0660580	0.0632519	-255148.259
17028	0.3290247	0.0562582	0.0756477	0.0654409	0.0776080	0.0603351	0.0660580	0.0632519	-255147.988
17030	0.3224441	0.0562582	0.0716605	0.0680261	0.0776080	0.0603351	0.0660580	0.0632519	-255145.278
17032	0.3757053	0.0664756	0.0797607	0.0575704	0.0656796	0.0508564	0.0559048	0.0535300	-255147.218
17034	0.3333137	0.0589750	0.0707612	0.0648923	0.0765417	0.0668175	0.0642385	0.0603381	-255151.349
17036	0.3333137	0.0589750	0.0707612	0.0648923	0.0743126	0.0668175	0.0642385	0.0663085	-255153.062
17038	0.2728174	0.0490086	0.0595124	0.0771579	0.0883587	0.0722417	0.0760751	0.0788418	-255147.845
17040	0.2796585	0.0490086	0.0638349	0.0802352	0.0916909	0.0722417	0.0760751	0.0748829	-255147.854
17042	0.3382759	0.0599432	0.0748507	0.0659513	0.0738450	0.0561037	0.0622148	0.0588316	-255146.860
17044	0.2995740	0.0500630	0.0680041	0.0722293	0.0848027	0.0700028	0.0714467	0.0682371	-255148.052
17046	0.3338317	0.0580598	0.0739546	0.0632777	0.0742928	0.0568076	0.0625921	0.0597802	-255146.292
17048	0.3338317	0.0580598	0.0739546	0.0632777	0.0742928	0.0593472	0.0625921	0.0614242	-255145.301
17050	0.3338317	0.0580598	0.0730327	0.0678876	0.0742928	0.0570339	0.0625921	0.0662036	-255149.563
17052	0.2681134	0.0506689	0.0561499	0.0764467	0.0947130	0.0765605	0.0795407	0.0800402	-255153.567
17054	0.3370000	0.0584183	0.0763651	0.0627542	0.0753526	0.0555845	0.0619683	0.0636791	-255146.880
17056	0.2962939	0.0513619	0.0675712	0.0713756	0.0809650	0.0685595	0.0730478	0.0675365	-255148.890
17058	0.2962939	0.0533572	0.0675712	0.0689549	0.0809650	0.0652573	0.0718653	0.0675365	-255149.096
17060	0.3019590	0.0533572	0.0675712	0.0716693	0.0814404	0.0652573	0.0692738	0.0675365	-255145.256
17062	0.3075264	0.0533572	0.0658080	0.0716693	0.0838063	0.0652573	0.0692738	0.0675365	-255146.446
17064	0.3068626	0.0524951	0.0702171	0.0716693	0.0813249	0.0652573	0.0688700	0.0675365	-255146.308
17066	0.3068626	0.0524951	0.0707889	0.0716693	0.0813249	0.0634832	0.0665492	0.0647831	-255148.818
17068	0.3068626	0.0552967	0.0696488	0.0679197	0.0813249	0.0634832	0.0696258	0.0647831	-255147.306
17070	0.3491832	0.0618131	0.0778566	0.0607595	0.0705442	0.0567907	0.0605189	0.0617170	-255146.160
17072	0.3478079	0.0598821	0.0775499	0.0642914	0.0746493	0.0570153	0.0607582	0.0619610	-255147.646
17074	0.3354067	0.0582830	0.0745058	0.0660554	0.0766975	0.0585796	0.0624253	0.0598150	-255146.417
17076	0.2748511	0.0488624	0.0624631	0.0787907	0.0902727	0.0698737	0.0772903	0.0724588	-255146.355
17078	0.2913657	0.0507162	0.0648329	0.0733777	0.0824292	0.0737211	0.0727625	0.0698103	-255148.549
17080	0.3725500	0.0655264	0.0812146	0.0549791	0.0658024	0.0555742	0.0580856	0.0557288	-255148.744
17082	0.3642983	0.0640751	0.0794158	0.0606948	0.0688235	0.0591023	0.0594013	0.0569912	-255148.723
17084	0.3572003	0.0640751	0.0794158	0.0591750	0.0730741	0.0527144	0.0594013	0.0569912	-255147.062
17086	0.3647639	0.0654319	0.0810974	0.0605277	0.0700046	0.0516214	0.0581696	0.0558094	-255146.503
17088	0.3261733	0.0586037	0.0711854	0.0663762	0.0749195	0.0566093	0.0661371	0.0612020	-255148.207
17090	0.3313201	0.0586037	0.0711854	0.0663762	0.0749195	0.0566093	0.0630099	0.0651283	-255147.544
17092	0.3313201	0.0586037	0.0743051	0.0663762	0.0776946	0.0560141	0.0630099	0.0649867	-255147.667
17094	0.3313201	0.0586037	0.0743051	0.0663762	0.0779424	0.0560141	0.0630099	0.0649867	-255147.797
17096	0.3572668	0.0648458	0.0796233	0.0599868	0.0704397	0.0564387	0.0569445	0.0587311	-255147.606
17098	0.2857220	0.0537743	0.0626116	0.0769485	0.0854050	0.0654727	0.0730460	0.0704736	-255149.476
17100	0.3140389	0.0556283	0.0688168	0.0725039	0.0825592	0.0655282	0.0661907	0.0641190	-255149.287
17102	0.3570532	0.0647159	0.0800588	0.0623227	0.0709661	0.0561264	0.0585288	0.0551153	-255148.062
17104	0.2941945	0.0500742	0.0659645	0.0717135	0.0838701	0.0653250	0.0732239	0.0707827	-255146.523
17106	0.3570769	0.0640702	0.0749332	0.0600465	0.0734943	0.0546973	0.0574193	0.0592672	-255150.160
17108	0.3439236	0.0579791	0.0732393	0.0623430	0.0744672	0.0567892	0.0632909	0.0615338	-255148.035
17110	0.3439236	0.0599899	0.0791198	0.0601115	0.0759058	0.0567892	0.0632909	0.0617270	-255150.377
17112	0.3366327	0.0556911	0.0791198	0.0638376	0.0740296	0.0567892	0.0632909	0.0576130	-255151.617
17114	0.3418669	0.0572962	0.0791198	0.0638376	0.0722707	0.0580117	0.0632909	0.0623677	-255149.137
17116	0.3333388	0.0602407	0.0745483	0.0638376	0.0758579	0.0580117	0.0632909	0.0623677	-255145.565
17118	0.3435389	0.0622329	0.0784283	0.0633370	0.0721051	0.0551418	0.0601598	0.0592823	-255146.891
17120	0.3032112	0.0541540	0.0682470	0.0705535	0.0877004	0.0601594	0.0692339	0.0681262	-255149.041
17122	0.3084888	0.0541540	0.0661482	0.0705535	0.0853448	0.0601594	0.0692339	0.0641747	-255149.269
17124	0.3084888	0.0518421	0.0661482	0.0705535	0.0801556	0.0670184	0.0705948	0.0678345	-255148.421
17126	0.2992835	0.0508493	0.0696001	0.0728344	0.0807912	0.0671644	0.0705948	0.0678345	-255148.241
17128	0.3498128	0.0625679	0.0764298	0.0623138	0.0724131	0.0530858	0.0603976	0.0580360	-255146.294
17130	0.3498128	0.0625679	0.0764298	0.0591486	0.0711047	0.0595472	0.0603976	0.0607064	-255147.580
17132	0.2839258	0.0507833	0.0604684	0.0728744	0.0876050	0.0733655	0.0744133	0.0747938	-255148.559
17134	0.3270095	0.0584893	0.0729969	0.0632732	0.0760630	0.0572754	0.0636584	0.0649396	-255147.080
17136	0.3653960	0.0640609	0.0799504	0.0600370	0.0669184	0.0522940	0.0581218	0.0554139	-255146.074
17138	0.3229982	0.0541950	0.0706736	0.0663228	0.0798135	0.0591582	0.0654746	0.0626877	-255146.920
17140	0.3168566	0.0541950	0.0706736	0.0707956	0.0803197	0.0646630	0.0654746	0.0652857	-255147.330
17142	0.2846998	0.0501466	0.0638895	0.0757868	0.0868040	0.0628650	0.0738982	0.0731137	-255147.121
17144	0.2846998	0.0501466	0.0638895	0.0757868	0.0880111	0.0681772	0.0726844	0.0731137	-255145.382
17146	0.3140953	0.0570370	0.0698054	0.0693640	0.0805523	0.0676843	0.0665245	0.0669174	-255147.976
17148	0.3736077	0.0628604	0.0787715	0.0583149	0.0677210	0.0569028	0.0559277	0.0562581	-255149.395
17150	0.3736077	0.0655606	0.0787715	0.0583149	0.0677210	0.0490072	0.0567693	0.0541261	-255148.379
17152	0.3736077	0.0655606	0.0760565	0.0583387	0.0677210	0.0538382	0.0580678	0.0541261	-255151.067
17154	0.3659262	0.0655606	0.0760565	0.0606362	0.0706205	0.0538382	0.0580678	0.0577722	-255149.022
17156	0.3223081	0.0577459	0.0669906	0.0651166	0.0803309	0.0567617	0.0659261	0.0627413	-255150.863
17158	0.3223081	0.0577459	0.0715322	0.0690458	0.0746329	0.0567617	0.0659261	0.0627413	-255148.559
17160	0.2901246	0.0498156	0.0643895	0.0726345	0.0871536	0.0717042	0.0732393	0.0697012	-255146.612
17162	0.3036515	0.0559601	0.0685640	0.0693988	0.0832711	0.0636236	0.0689581	0.0678838	-255146.810
17164	0.2768984	0.0500212	0.0612874	0.0776385	0.0966019	0.0738202	0.0745239	0.0759436	-255149.694
17166	0.3022509	0.0517604	0.0655505	0.0704579	0.0876675	0.0669928	0.0696259	0.0675659	-255147.725
17168	0.3602362	0.0625516	0.0757705	0.0610673	0.0725434	0.0598024	0.0597605	0.0583380	-255150.346
17170	0.3483991	0.0625516	0.0739716	0.0610673	0.0725434	0.0558369	0.0622484	0.0583380	-255147.803
17172	0.3483991	0.0598862	0.0801966	0.0610673	0.0725434	0.0558369	0.0622484	0.0603308	-255147.714
17174	0.3483991	0.0598862	0.0736445	0.0610673	0.0725434	0.0600420	0.0622484	0.0576111	-255149.169
17176	0.3404633	0.0587100	0.0762296	0.0609945	0.0690109	0.0542782	0.0622484	0.0589764	-255150.099
17178	0.2829459	0.0499592	0.0618510	0.0702071	0.0908875	0.0728749	0.0731517	0.0725374	-255150.956
17180	0.3242167	0.0585392	0.0728310	0.0669249	0.0766676	0.0653254	0.0655735	0.0603747	-255149.048
17182	0.3354915	0.0605749	0.0733356	0.0634171	0.0740910	0.0631300	0.0633698	0.0575100	-255149.948
17184	0.3354915	0.0585000	0.0733356	0.0634171	0.0740910	0.0612222	0.0633698	0.0615105	-255145.665
17186	0.2979665	0.0546794	0.0651329	0.0714037	0.0834218	0.0659399	0.0692662	0.0692569	-255146.767
17188	0.3058781	0.0532986	0.0677393	0.0714037	0.0800163	0.0659399	0.0692662	0.0652456	-255146.276
17190	0.3645814	0.0625304	0.0779264	0.0580835	0.0664976	0.0527475	0.0590400	0.0570525	-255147.738
17192	0.3592463	0.0623444	0.0776947	0.0582568	0.0685101	0.0529048	0.0592160	0.0572226	-255146.559
17194	0.3001001	0.0520801	0.0673785	0.0697385	0.0859224	0.0611946	0.0708868	0.0713301	-255147.859
17196	0.3290916	0.0571113	0.0738877	0.0660278	0.0783713	0.0576626	0.0646420	0.0634934	-255145.991
17198	0.2878885	0.0499608	0.0627208	0.0771620	0.0895879	0.0677869	0.0738937	0.0725807	-255146.144
17200	0.2934598	0.0499608	0.0627208	0.0771620	0.0849900	0.0677869	0.0738937	0.0725755	-255148.753
17202	0.3638066	0.0609623	0.0765320	0.0600174	0.0732029	0.0555539	0.0598234	0.0553402	-255151.336
17204	0.3638066	0.0645850	0.0765320	0.0600174	0.0678802	0.0555539	0.0598234	0.0565237	-255148.513
17206	0.3061244	0.0561308	0.0643977	0.0713264	0.0843616	0.0660217	0.0678184	0.0671744	-255149.208
17208	0.3425596	0.0628590	0.0780582	0.0615570	0.0701369	0.0569789	0.0630986	0.0579737	-255149.776
17210	0.2961141	0.0534217	0.0639490	0.0724315	0.0825272	0.0625156	0.0717534	0.0711851	-255147.301
17212	0.2961141	0.0510652	0.0658056	0.0724315	0.0868878	0.0699901	0.0717534	0.0711851	-255146.338
17214	0.2808582	0.0499312	0.0624153	0.0763659	0.0874650	0.0680576	0.0756509	0.0750518	-255145.596
17216	0.2808582	0.0499312	0.0646057	0.0816176	0.0863819	0.0680576	0.0756509	0.0750518	-255150.368
17218	0.2744514	0.0499312	0.0641506	0.0781891	0.0895232	0.0699058	0.0756509	0.0750518	-255147.947
17220	0.3188504	0.0580087	0.0745285	0.0673015	0.0770573	0.0601716	0.0672449	0.0646010	-255148.834
17222	0.3233307	0.0580165	0.0745285	0.0673015	0.0737773	0.0601716	0.0650783	0.0646010	-255147.860
17224	0.3233307	0.0580165	0.0708622	0.0673015	0.0764916	0.0601716	0.0650783	0.0620788	-255145.865
17226	0.2766165	0.0492514	0.0619960	0.0769264	0.0874308	0.0747873	0.0743853	0.0736193	-255147.526
17228	0.3442506	0.0633626	0.0771544	0.0618129	0.0709234	0.0600940	0.0618112	0.0591555	-255147.912
17230	0.3034104	0.0540939	0.0680012	0.0741953	0.0828595	0.0639098	0.0701312	0.0701077	-255147.356
17232	0.3478968	0.0620253	0.0779716	0.0613725	0.0722641	0.0557375	0.0611633	0.0608786	-255145.622
17234	0.3478968	0.0620253	0.0779716	0.0613725	0.0698511	0.0557375	0.0611633	0.0608786	-255146.165
17236	0.3419211	0.0577737	0.0787687	0.0613725	0.0718097	0.0557375	0.0611633	0.0593536	-255147.636
17238	0.3522094	0.0631415	0.0798670	0.0613725	0.0718097	0.0557375	0.0611633	0.0593536	-255146.718
17240	0.3226474	0.0578419	0.0731636	0.0669957	0.0783891	0.0529600	0.0644318	0.0647917	-255150.502
17242	0.3641364	0.0608619	0.0783512	0.0595693	0.0668809	0.0505270	0.0572897	0.0576097	-255149.227
17244	0.3320097	0.0579947	0.0714385	0.0681193	0.0733600	0.0575830	0.0628333	0.0631843	-255148.167
17246	0.3270959	0.0560802	0.0724783	0.0648820	0.0788774	0.0575830	0.0628333	0.0668536	-255148.907
17248	0.3492587	0.0609828	0.0773891	0.0607648	0.0738721	0.0539290	0.0588461	0.0565998	-255148.074
17250	0.3492587	0.0605780	0.0773891	0.0612406	0.0738721	0.0539290	0.0606304	0.0611231	-255146.308
17252	0.3492587	0.0621627	0.0773891	0.0587624	0.0738721	0.0539290	0.0583558	0.0579752	-255149.231
17254	0.3284569	0.0565885	0.0727798	0.0654081	0.0749450	0.0573444	0.0643779	0.0666936	-255147.371
17256	0.3395466	0.0615522	0.0763497	0.0627569	0.0714408	0.0573257	0.0613678	0.0635752	-255147.480
17258	0.2987389	0.0524587	0.0646721	0.0713295	0.0831770	0.0690552	0.0715235	0.0657099	-255147.796
17260	0.2987389	0.0524587	0.0697492	0.0713295	0.0831770	0.0674857	0.0715235	0.0707874	-255147.996
17262	0.2987389	0.0524587	0.0647003	0.0713295	0.0831770	0.0674857	0.0695295	0.0667758	-255146.751
17264	0.3457102	0.0587087	0.0761374	0.0631448	0.0712471	0.0603367	0.0621276	0.0596670	-255147.009
17266	0.3692807	0.0660560	0.0802763	0.0581276	0.0679009	0.0515682	0.0571912	0.0549261	-255145.697
17268	0.3641020	0.0660560	0.0802763	0.0559248	0.0645922	0.0515682	0.0571912	0.0551808	-255150.916
17270	0.3204832	0.0570708	0.0722539	0.0650087	0.0799015	0.0596871	0.0661954	0.0651837	-255146.399
17272	0.3635076	0.0661771	0.0794094	0.0567406	0.0689066	0.0546146	0.0595795	0.0517554	-255152.957
17274	0.3085243	0.0565349	0.0678393	0.0677675	0.0801106	0.0639293	0.0686678	0.0636442	-255147.960
17276	0.3170246	0.0565349	0.0678393	0.0677675	0.0801106	0.0639293	0.0666757	0.0636442	-255146.532
17278	0.2923934	0.0521425	0.0625685	0.0734762	0.0905202	0.0693147	0.0722925	0.0690056	-255148.325
17280	0.3226832	0.0575440	0.0732606	0.0665791	0.0783014	0.0568488	0.0633159	0.0659796	-255148.289
17282	0.2939956	0.0520627	0.0645516	0.0726887	0.0878447	0.0699324	0.0717548	0.0684124	-255146.540
17284	0.2916478	0.0520627	0.0623766	0.0726887	0.0893013	0.0638964	0.0717548	0.0720391	-255147.878
17286	0.3665860	0.0654400	0.0772139	0.0578296	0.0716312	0.0508346	0.0570865	0.0580787	-255149.554
17288	0.2971088	0.0530375	0.0649964	0.0713527	0.0818709	0.0627220	0.0704359	0.0658077	-255148.341
17290	0.3198637	0.0553848	0.0711373	0.0665197	0.0773988	0.0652979	0.0656650	0.0668912	-255146.735
17292	0.3267324	0.0553848	0.0711373	0.0665197	0.0773988	0.0607192	0.0637557	0.0668912	-255147.481
17294	0.2936506	0.0534833	0.0654518	0.0740136	0.0861184	0.0675596	0.0731900	0.0696154	-255146.771
17296	0.2912133	0.0532951	0.0638414	0.0708241	0.0861184	0.0689047	0.0731900	0.0696154	-255147.616
17298	0.3259369	0.0608342	0.0728723	0.0654105	0.0754459	0.0603655	0.0641197	0.0642692	-255147.500
17300	0.3259369	0.0569171	0.0728723	0.0671858	0.0815735	0.0603655	0.0652430	0.0642692	-255147.655
17302	0.3523962	0.0615376	0.0787880	0.0621412	0.0754487	0.0558330	0.0588464	0.0594436	-255147.945
17304	0.2827159	0.0503255	0.0623162	0.0759858	0.0854452	0.0682722	0.0745518	0.0704315	-255146.639
17306	0.3058532	0.0524765	0.0674161	0.0753281	0.0817681	0.0601087	0.0689120	0.0651035	-255150.217
17308	0.3498994	0.0600337	0.0771248	0.0626559	0.0714749	0.0582706	0.0602372	0.0569081	-255146.490
17310	0.3451444	0.0600337	0.0771248	0.0598541	0.0714749	0.0582706	0.0602905	0.0610457	-255146.700
17312	0.3451444	0.0600337	0.0771248	0.0613889	0.0711192	0.0582706	0.0602905	0.0581886	-255146.180
17314	0.3072778	0.0551368	0.0672147	0.0740082	0.0794824	0.0621353	0.0691797	0.0690759	-255148.515
17316	0.3622955	0.0619646	0.0792494	0.0644761	0.0699973	0.0566290	0.0578479	0.0585861	-255150.568
17318	0.3622955	0.0642553	0.0792494	0.0603344	0.0699973	0.0566290	0.0578479	0.0585861	-255146.157
17320	0.2849058	0.0510027	0.0642765	0.0800952	0.0881856	0.0674533	0.0728792	0.0738093	-255148.524
17322	0.2849058	0.0510027	0.0656547	0.0754026	0.0899893	0.0746034	0.0728792	0.0738093	-255149.166
17324	0.3485956	0.0601535	0.0801943	0.0603209	0.0705905	0.0562783	0.0617925	0.0624944	-255148.867
17326	0.3433973	0.0574524	0.0777727	0.0603209	0.0705905	0.0562783	0.0617925	0.0624944	-255148.885
17328	0.3303830	0.0588286	0.0718016	0.0656903	0.0746869	0.0595441	0.0637678	0.0661209	-255147.024
17330	0.3366455	0.0562399	0.0760944	0.0644683	0.0732975	0.0584364	0.0620949	0.0614137	-255146.650
17332	0.3366455	0.0604331	0.0760944	0.0644683	0.0741047	0.0584364	0.0608998	0.0614137	-255146.421
17334	0.3102871	0.0550637	0.0656534	0.0666571	0.0803997	0.0658567	0.0683008	0.0666307	-255148.023
17336	0.3050438	0.0541332	0.0692147	0.0704471	0.0775806	0.0669887	0.0694748	0.0694917	-255148.287
17338	0.3050438	0.0541332	0.0660861	0.0704471	0.0808890	0.0646330	0.0711102	0.0658404	-255147.075
17340	0.3455895	0.0613285	0.0748701	0.0617464	0.0739588	0.0570500	0.0625413	0.0609971	-255146.488
17342	0.3533522	0.0600919	0.0765833	0.0603899	0.0723340	0.0557967	0.0611674	0.0596570	-255146.563
17344	0.3251667	0.0575519	0.0704746	0.0648198	0.0797973	0.0606332	0.0631613	0.0648281	-255147.572
17346	0.2926945	0.0511133	0.0624835	0.0739363	0.0869417	0.0660618	0.0717087	0.0689433	-255146.471
17348	0.2926945	0.0511133	0.0637992	0.0733752	0.0869417	0.0660618	0.0715645	0.0689433	-255145.628
17350	0.3424296	0.0582108	0.0781300	0.0596093	0.0724876	0.0564669	0.0611704	0.0577917	-255148.897
17352	0.3136573	0.0525580	0.0712187	0.0719216	0.0798957	0.0622377	0.0674218	0.0636978	-255148.480
17354	0.3136573	0.0523971	0.0704856	0.0680128	0.0764682	0.0622377	0.0692145	0.0640473	-255149.336
17356	0.3156893	0.0556388	0.0686841	0.0685817	0.0767891	0.0627583	0.0697935	0.0645831	-255148.858
17358	0.3456678	0.0609223	0.0779145	0.0626339	0.0701295	0.0573155	0.0618740	0.0589820	-255146.214
17360	0.3025396	0.0533212	0.0681933	0.0727244	0.0846596	0.0654860	0.0706943	0.0673901	-255146.289
17362	0.3434766	0.0605362	0.0774206	0.0619861	0.0725839	0.0543552	0.0622687	0.0649687	-255149.485
17364	0.2954926	0.0536769	0.0669091	0.0699071	0.0818592	0.0700051	0.0702259	0.0723603	-255149.300
17366	0.3014156	0.0536769	0.0649241	0.0699071	0.0818592	0.0700051	0.0702259	0.0723603	-255148.930
17368	0.3301912	0.0567653	0.0711222	0.0637571	0.0778534	0.0639043	0.0626182	0.0660542	-255149.807
17370	0.3574206	0.0637190	0.0790326	0.0568244	0.0712702	0.0523159	0.0599807	0.0604688	-255149.439
17372	0.3650915	0.0611686	0.0798478	0.0594375	0.0678817	0.0530871	0.0587827	0.0567264	-255146.471
17374	0.3607227	0.0637158	0.0798478	0.0594375	0.0678817	0.0530871	0.0587827	0.0567264	-255145.384
17376	0.3111826	0.0549654	0.0688818	0.0688999	0.0786885	0.0615385	0.0663910	0.0657573	-255145.960
17378	0.3500100	0.0589854	0.0774764	0.0655025	0.0715165	0.0588765	0.0613158	0.0584627	-255149.190
17380	0.3394841	0.0620330	0.0774764	0.0655025	0.0715165	0.0610506	0.0613158	0.0631108	-255150.038
17382	0.2973891	0.0565712	0.0649253	0.0747743	0.0818837	0.0648792	0.0699950	0.0675420	-255150.758
17384	0.2820333	0.0515009	0.0606651	0.0758258	0.0892988	0.0694352	0.0749103	0.0722851	-255146.500
17386	0.2803258	0.0494537	0.0636574	0.0758258	0.0917012	0.0694352	0.0761693	0.0752864	-255146.429
17388	0.2880435	0.0508152	0.0639045	0.0737941	0.0892442	0.0675748	0.0741285	0.0732692	-255145.787
17390	0.3549503	0.0626186	0.0788025	0.0619012	0.0729728	0.0548372	0.0601555	0.0594582	-255146.348
17392	0.3263818	0.0575787	0.0724600	0.0633869	0.0761738	0.0596372	0.0654210	0.0646627	-255146.301
17394	0.2948308	0.0520126	0.0654554	0.0697477	0.0837141	0.0660192	0.0724220	0.0715825	-255146.751
17396	0.3619873	0.0637885	0.0774194	0.0604305	0.0702006	0.0560301	0.0579585	0.0583678	-255146.380
17398	0.3094859	0.0561341	0.0718358	0.0706820	0.0803291	0.0655350	0.0655326	0.0682693	-255149.921
