Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	TL
870	-5685.639	-5710.89	25.25074	0.0270276	0.0276152	0.0198633	0.0551348	0.0324772	0.025652	0.0527135	0.021224	0.00781771	0.00405539	0.0822201	0.0679478	0.00700584	0.00512504	0.0103729	0.00850024	0.0141711	0.0210383	0.0227182	0.0304597	0.0316857	0.5748259
880	-5691.591	-5716.673	25.08238	0.0261322	0.0391369	0.0201916	0.0502264	0.0472164	0.0407651	0.0466163	0.0192195	0.0177522	0.00209432	0.0838156	0.0539532	0.0106519	0.00603482	0.0147749	0.00850024	0.0136419	0.0210383	0.0190314	0.0357003	0.0151686	0.5916618
890	-5687.324	-5712.404	25.08034	0.0322338	0.0338971	0.0232263	0.0564793	0.0373892	0.0274736	0.0424413	0.0190129	0.00967283	0.0044176	0.0779413	0.0681803	0.00871569	0.0098545	0.0117965	0.00516304	0.0164966	0.0231925	0.0166138	0.0439279	0.0237397	0.5918658
900	-5696.983	-5722.271	25.28804	0.0161764	0.0338971	0.0229683	0.0538614	0.0308478	0.037089	0.0469513	0.0179787	0.0100173	0.00553153	0.0726586	0.0515387	0.0140476	0.00523748	0.0117965	0.00504017	0.0103884	0.0267721	0.0297987	0.0436736	0.024825	0.5710958
910	-5692.306	-5717.544	25.23776	0.0233119	0.0331657	0.0238404	0.0441287	0.0304606	0.0335529	0.0465148	0.0149591	0.0103677	0.00458844	0.080161	0.0669465	0.00873241	0.0102741	0.0146072	0.00483976	0.0179803	0.0214169	0.00973936	0.0389621	0.037573	0.576123
920	-5694.568	-5719.334	24.76628	0.0325054	0.0427198	0.023832	0.0573936	0.0361627	0.0429035	0.0400733	0.0242024	0.0103677	0.00440677	0.0930389	0.0609623	0.0145633	0.00164909	0.0154145	0.0111248	0.0173576	0.0120284	0.0156109	0.0406773	0.0262775	0.6232717
930	-5687.84	-5713.437	25.59735	0.0295263	0.0277855	0.0174526	0.0479969	0.0362661	0.025834	0.049541	0.0137694	0.0126772	0.00279734	0.0740871	0.0618706	0.0104867	0.0058789	0.0115638	0.00804654	0.0143375	0.0123016	0.0118293	0.0371062	0.0290103	0.5401648
940	-5690.438	-5715.214	24.77576	0.0330827	0.0259299	0.0222606	0.0663104	0.047546	0.025456	0.0552526	0.0234055	0.0104931	0.00217938	0.0929589	0.057908	0.0116662	0.00274462	0.0128177	0.00621875	0.017548	0.0298685	0.0186352	0.0310312	0.0290103	0.6223238
950	-5687.46	-5712.661	25.20059	0.0360971	0.0376163	0.0136058	0.0455818	0.0331236	0.041825	0.0567061	0.0237651	0.0092265	0.00729472	0.091397	0.0510011	0.00705631	0.00364893	0.0121023	0.00620421	0.014151	0.0144757	0.0177071	0.0310312	0.0262238	0.5798406
960	-5688.633	-5713.378	24.74473	0.0339592	0.0276536	0.0189292	0.0556629	0.0443152	0.0299315	0.0570209	0.0238678	0.0153845	0.00383039	0.0908144	0.0659692	0.012578	0.00413147	0.0126576	0.00554432	0.0100987	0.0325012	0.0160051	0.0402133	0.0243579	0.6254263
970	-5684.63	-5709.955	25.32436	0.030367	0.0339881	0.0140935	0.0535915	0.0395315	0.039201	0.0490603	0.0183168	0.00863566	0.00553643	0.0738578	0.0542261	0.0102561	0.00258753	0.0203641	0.0078781	0.0115105	0.019734	0.0180094	0.0287505	0.0279672	0.567463
980	-5686.67	-5712.15	25.47988	0.0308762	0.0259488	0.0212524	0.0397107	0.0460729	0.0330048	0.053707	0.0173617	0.0100094	0.00381082	0.0737484	0.0516334	0.00910088	0.00277755	0.0156704	0.00480552	0.0166135	0.0216813	0.0213856	0.0280122	0.0247284	0.5519117
990	-5688.262	-5713.647	25.38464	0.0277445	0.0348416	0.0174655	0.0608135	0.03383	0.0337402	0.0472536	0.0219472	0.00689336	0.00420775	0.0772877	0.0463441	0.00597294	0.012234	0.012737	0.0064951	0.0124473	0.0259932	0.0163115	0.0355729	0.0213024	0.5614352
1000	-5690.627	-5716.304	25.67732	0.0304981	0.0287245	0.013356	0.0403163	0.040476	0.024494	0.0500257	0.0212449	0.0112289	0.00364052	0.07602	0.0528341	0.00494487	0.00772215	0.0129683	0.013803	0.00946587	0.016133	0.0152747	0.0326879	0.0263089	0.5321677
1010	-5689.555	-5714.705	25.14946	0.0307841	0.025489	0.0224948	0.0381044	0.0431252	0.0375492	0.0543273	0.020569	0.0112739	0.00295503	0.086642	0.0662387	0.0118132	0.00847696	0.017421	0.00722157	0.0108819	0.0127882	0.0168411	0.0343113	0.0256455	0.5849532
1020	-5681.735	-5707.067	25.33182	0.0317539	0.0321285	0.0223523	0.0494434	0.0376948	0.0330119	0.0516528	0.0235088	0.00874731	0.00429662	0.0898523	0.0531352	0.00737099	0.00417258	0.0149546	0.00401795	0.0119187	0.0185142	0.010742	0.0343113	0.0231373	0.5667176
1030	-5688.572	-5714.053	25.48065	0.0301264	0.0253775	0.0208438	0.0554568	0.032943	0.0342974	0.0443729	0.0276286	0.0118093	0.00693762	0.0732846	0.0582746	0.00685466	0.00355962	0.0170649	0.00459214	0.0162831	0.0165831	0.0131724	0.0281303	0.0242419	0.5518347
1040	-5695.228	-5720.007	24.77848	0.0349305	0.0461589	0.0228495	0.0515143	0.0375152	0.0283838	0.0491092	0.0237206	0.00874528	0.00700268	0.0960621	0.0559413	0.0141905	0.00547548	0.0208691	0.00320431	0.00813536	0.033109	0.0222028	0.0296893	0.0232424	0.6220516
1050	-5686.123	-5711.515	25.39269	0.0345019	0.0364813	0.0194755	0.0461065	0.0395174	0.0316344	0.0497867	0.0202117	0.00992245	0.00663622	0.0811877	0.0512108	0.00866691	0.00411277	0.0166472	0.00771672	0.0170729	0.0206779	0.0133994	0.0258737	0.01979	0.5606304
1060	-5696.109	-5721.153	25.04353	0.0444503	0.02905	0.0255117	0.0457001	0.0471438	0.034641	0.05156	0.0236795	0.00763494	0.0116652	0.093332	0.0501416	0.0130545	0.00424925	0.0169468	0.00280953	0.00826703	0.0195511	0.0179153	0.0327636	0.0154793	0.5955464
1070	-5685.593	-5710.837	25.24429	0.0358356	0.0325914	0.014813	0.0469341	0.029458	0.0317008	0.05156	0.0190669	0.00695791	0.00526428	0.0961385	0.0528112	0.0118738	0.00673079	0.0111757	0.00319902	0.0141235	0.0180955	0.0201619	0.0368032	0.0301749	0.5754699
1080	-5695.789	-5720.839	25.05008	0.019595	0.0292845	0.029266	0.0427384	0.0367446	0.0307522	0.047521	0.0277377	0.0172371	0.00288336	0.0817215	0.0682051	0.0135978	0.00855964	0.0147419	0.00585494	0.0137165	0.0315669	0.0187814	0.0336904	0.0206954	0.5948913
1090	-5690.668	-5715.91	25.24165	0.0168389	0.0254146	0.015828	0.0465525	0.0321518	0.0307318	0.0500587	0.0221853	0.00949954	0.00699176	0.0915384	0.0569661	0.0146551	0.00917797	0.0115934	0.00557955	0.0178765	0.0263219	0.0173309	0.03699	0.0314511	0.5757339
1100	-5690.817	-5715.803	24.9858	0.0320916	0.0408688	0.0203904	0.0547648	0.0467556	0.0356211	0.0540387	0.0181744	0.0129335	0.0022278	0.0717433	0.053097	0.00990629	0.00355043	0.0175131	0.0086718	0.0106574	0.0220162	0.0214378	0.0297687	0.0350902	0.6013189
1110	-5692.964	-5717.935	24.97128	0.025023	0.0421635	0.0203904	0.0495233	0.0362124	0.0433059	0.0540486	0.0253861	0.00518019	0.00580662	0.0664509	0.0804744	0.00705209	0.00258017	0.0161406	0.00659334	0.0150117	0.0239253	0.0141288	0.0366502	0.0267234	0.602771
1120	-5691.276	-5716.704	25.4277	0.0285663	0.0396482	0.0128928	0.0565322	0.0466646	0.0282023	0.0452595	0.0115953	0.00619462	0.00359827	0.0796838	0.0542188	0.0144934	0.00368295	0.0100908	0.00337804	0.0177743	0.0182202	0.0151797	0.0362384	0.0250151	0.5571296
1130	-5687.991	-5713.257	25.26572	0.0234677	0.0274959	0.0196713	0.0521422	0.0318134	0.0330868	0.0580219	0.0208038	0.00635326	0.0072746	0.0757316	0.0710056	0.00506956	0.0021663	0.0118269	0.00438028	0.0111664	0.0238196	0.018985	0.0401588	0.0288868	0.5733276
1140	-5695.688	-5721.129	25.44114	0.0228528	0.0354778	0.0175615	0.0342035	0.0381044	0.0281453	0.0576115	0.0185355	0.00692391	0.00606342	0.085969	0.0459452	0.0112779	0.00909235	0.0186003	0.0130094	0.0142908	0.0151622	0.0251691	0.0321775	0.0196117	0.5557851
1150	-5691.874	-5717.207	25.3326	0.0319344	0.0283324	0.0142666	0.0515353	0.0320372	0.0443704	0.0389785	0.0213446	0.00605058	0.00397336	0.0963876	0.0626995	0.00650181	0.00845673	0.0154551	0.00431533	0.0117813	0.0125508	0.0155611	0.0259203	0.0341865	0.5666395
1160	-5692.176	-5717.537	25.36103	0.0287961	0.0283324	0.0211689	0.0535911	0.0347855	0.0405422	0.0363788	0.024887	0.00755302	0.00577721	0.0782985	0.0527921	0.0100945	0.014137	0.0152707	0.00498702	0.00981336	0.0146195	0.0161227	0.0329734	0.0328752	0.5637963
1170	-5690.104	-5715.277	25.17211	0.0314083	0.0255883	0.0101176	0.0573934	0.0416929	0.0303114	0.0564642	0.0257627	0.00761284	0.0021806	0.0744001	0.057607	0.0152929	0.00725551	0.0119626	0.00404834	0.0167288	0.0244734	0.0238123	0.0317201	0.0268547	0.5826879
1180	-5690.095	-5715.137	25.04162	0.0253973	0.0339906	0.0235024	0.0574984	0.0287495	0.0247465	0.0552307	0.0238224	0.00761284	0.00324227	0.0784106	0.068346	0.0117192	0.00891152	0.0240563	0.00307701	0.0153665	0.0202797	0.0141559	0.0414759	0.0261454	0.5957371
1190	-5685.941	-5711.178	25.23743	0.0376083	0.0249749	0.0214457	0.0513584	0.0366533	0.0349668	0.0487742	0.0307693	0.00857298	0.00517745	0.0720297	0.0486649	0.0103155	0.00515629	0.0187296	0.00420408	0.0128613	0.0269458	0.0194109	0.0328669	0.0246705	0.5761567
1200	-5690.312	-5715.323	25.01118	0.0335732	0.0343369	0.0171559	0.0624001	0.0306015	0.025103	0.0556135	0.0232796	0.0078169	0.00341239	0.0941651	0.063812	0.00774326	0.0117646	0.0163604	0.00378559	0.0128	0.0243407	0.0136443	0.0353081	0.0217639	0.5987809
1210	-5689.062	-5714.147	25.08509	0.0293213	0.0253702	0.0213727	0.0466766	0.0359823	0.0327143	0.0507471	0.0219912	0.0121494	0.00415908	0.0814408	0.060888	0.0107309	0.00552945	0.0256794	0.0088071	0.0114936	0.0306777	0.0160449	0.0362203	0.0233937	0.59139
1220	-5687.549	-5712.616	25.06744	0.0308764	0.0371334	0.0168836	0.0509733	0.0352334	0.0356755	0.0453487	0.0277175	0.00726699	0.00806452	0.0956027	0.047011	0.0104476	0.00752564	0.0186868	0.00364667	0.0140869	0.0243348	0.012388	0.034002	0.0302496	0.5931552
1230	-5686.44	-5711.583	25.14243	0.0232937	0.0304544	0.0194687	0.0569932	0.0429185	0.0408451	0.0609722	0.0163256	0.0121549	0.00390694	0.0754664	0.0618493	0.00970848	0.00301725	0.00898922	0.006453	0.0180853	0.0195932	0.0161628	0.034002	0.024996	0.585656
1240	-5687.042	-5712.067	25.02517	0.0270882	0.0304544	0.0146804	0.0513396	0.0360555	0.0340629	0.0651452	0.0228719	0.0120244	0.00198267	0.0793766	0.0591427	0.0164974	0.00495891	0.0166024	0.00597748	0.0157514	0.0256223	0.0107291	0.0381096	0.028909	0.597382
1250	-5688.87	-5714.13	25.25989	0.029246	0.0232424	0.0235761	0.0572391	0.0302803	0.0320058	0.0514833	0.0143395	0.0081341	0.00689667	0.0770654	0.0609705	0.0115996	0.00723239	0.0160823	0.00436838	0.0131202	0.024948	0.0166836	0.0410541	0.0243422	0.5739099
1260	-5688.061	-5713.273	25.21172	0.0344378	0.0369363	0.022171	0.0660254	0.030795	0.0291076	0.0411703	0.0189449	0.00705046	0.0069138	0.0836054	0.0620768	0.00868346	0.00340932	0.01473	0.00542038	0.0163696	0.0243768	0.0146285	0.0306773	0.0211976	0.5787279
1270	-5684.904	-5710.219	25.31533	0.032844	0.0294861	0.0178197	0.0444851	0.0382361	0.0309491	0.049306	0.0189136	0.00734843	0.00508886	0.0928097	0.0600476	0.0170308	0.00452963	0.0135125	0.00759794	0.0113219	0.0142563	0.0133851	0.0360142	0.0233843	0.5683668
1280	-5695.065	-5720.313	25.24805	0.0415112	0.0340378	0.0252156	0.05519	0.0434742	0.0214279	0.0501742	0.0214101	0.012041	0.0034369	0.0677253	0.0614003	0.0107624	0.00426083	0.0166752	0.0080735	0.00910604	0.00998006	0.0230031	0.0294158	0.0267734	0.5750949
1290	-5688.729	-5714.135	25.40614	0.0248486	0.0320118	0.0189303	0.0508005	0.0365604	0.0275993	0.0399754	0.023616	0.0133364	0.00404845	0.0789478	0.0605146	0.0102432	0.00869124	0.00828579	0.00293922	0.0154758	0.0261286	0.0126552	0.0357243	0.0279521	0.559285
1300	-5685.763	-5711.044	25.28065	0.0344162	0.0216346	0.0182853	0.0514281	0.0377035	0.0397375	0.0512506	0.0278713	0.00836918	0.00526566	0.0791453	0.0470939	0.0113617	0.00651285	0.0152208	0.00272788	0.0104663	0.0200005	0.0153174	0.0330302	0.0349955	0.5718343
1310	-5690.214	-5715.189	24.97549	0.0385054	0.0261503	0.0183826	0.0456144	0.0426048	0.0323554	0.0559955	0.0195777	0.0200764	0.0047368	0.0924717	0.0533425	0.00714434	0.00521724	0.0152856	0.00678312	0.0126421	0.025406	0.0143217	0.0399586	0.0257784	0.6023508
1320	-5686.441	-5711.879	25.43838	0.0263211	0.0289689	0.0157745	0.0591411	0.0387947	0.0372349	0.0517973	0.0158225	0.00888026	0.00449738	0.0672722	0.0641769	0.00611717	0.00213839	0.0130294	0.00591747	0.0168141	0.0220405	0.013802	0.0280582	0.0294628	0.5560619
1330	-5690.357	-5715.616	25.25958	0.0282029	0.0307531	0.0153529	0.0516112	0.0254594	0.0339277	0.0432197	0.0231374	0.00937178	0.00747438	0.0798339	0.072567	0.0164995	0.00491365	0.0151582	0.00761913	0.0209403	0.0150117	0.0176515	0.0292123	0.0260232	0.5739409
1340	-5692.457	-5717.523	25.0661	0.025854	0.0229483	0.0201241	0.0579913	0.028289	0.0351925	0.0552833	0.0213656	0.00906037	0.00950163	0.0819402	0.062704	0.00991088	0.00375472	0.0140663	0.00587962	0.010674	0.0256612	0.0208146	0.0407412	0.0315324	0.5932892
1350	-5687.546	-5712.43	24.88369	0.0329054	0.0362342	0.0228458	0.0511401	0.0376543	0.0331517	0.0479595	0.026177	0.00629879	0.00693772	0.0898524	0.0676356	0.00706502	0.00933737	0.0199306	0.00731572	0.0155572	0.0238922	0.0134765	0.0328805	0.0232826	0.6115302
1360	-5693.97	-5719.237	25.26676	0.0373569	0.0274195	0.0133218	0.0662262	0.0302661	0.0272799	0.0394156	0.0262743	0.00924563	0.00434674	0.0754529	0.0540145	0.0122129	0.011083	0.0222664	0.00590499	0.0145871	0.0191475	0.0170449	0.0344668	0.0258901	0.5732238
1370	-5690.19	-5715.418	25.22788	0.0319854	0.0285101	0.016407	0.0541966	0.0324434	0.033197	0.052773	0.02308	0.00613611	0.00653662	0.0819595	0.0496223	0.00668358	0.00110364	0.0147613	0.00165196	0.0203194	0.0250356	0.0173714	0.0461738	0.0271636	0.5771113
1380	-5694.415	-5719.143	24.72811	0.0245639	0.0309217	0.0270665	0.0543775	0.043939	0.0431948	0.0447484	0.0221377	0.0151359	0.00598993	0.09426	0.062589	0.00740508	0.00337839	0.0147613	0.0037695	0.0130366	0.0258397	0.0134846	0.0454238	0.0310647	0.6270881
1390	-5686.591	-5711.815	25.22314	0.0278084	0.0344155	0.0181334	0.0490701	0.0325836	0.033402	0.0411761	0.0240251	0.00950057	0.00447846	0.0844862	0.0631255	0.00843329	0.00188446	0.0191282	0.00993292	0.016515	0.0214006	0.0172048	0.0311459	0.0297357	0.5775859
1400	-5689.885	-5714.841	24.95671	0.0349702	0.0259307	0.0277094	0.0495099	0.0405411	0.0429565	0.0671464	0.0178176	0.00831296	0.00399122	0.0833481	0.0627496	0.0042156	0.0041524	0.0108352	0.00681446	0.0166854	0.0156868	0.0220231	0.0317274	0.027104	0.604228
1410	-5690.27	-5715.493	25.22245	0.0263149	0.0288926	0.018203	0.0479304	0.0259606	0.0439476	0.0450293	0.0233621	0.0152158	0.00526207	0.0880201	0.0662021	0.00564633	0.00387742	0.00984259	0.00650414	0.0197537	0.0235904	0.0175402	0.0303789	0.0261806	0.5776547
1420	-5686.726	-5712.183	25.45729	0.0336335	0.0200985	0.01599	0.0591428	0.0398997	0.0318241	0.0513282	0.0212027	0.0098661	0.00319357	0.0847562	0.0509663	0.0118546	0.00665631	0.0108991	0.00590432	0.0116323	0.0160162	0.014917	0.0303789	0.0240098	0.5541702
1430	-5691.101	-5716.314	25.21335	0.0350438	0.0196536	0.0188628	0.0634466	0.0458848	0.034754	0.0542974	0.0132444	0.0098661	0.00460141	0.0801793	0.0493983	0.00924834	0.00870196	0.0155994	0.00784049	0.0120461	0.0181302	0.0179227	0.0342828	0.0255593	0.5785639
1440	-5699.475	-5724.617	25.14239	0.037667	0.0264731	0.0220098	0.0634466	0.0252505	0.0271517	0.0541129	0.0260895	0.0123193	0.00398152	0.0842784	0.0496727	0.0096097	0.00627608	0.0267432	0.00809491	0.00887289	0.0254856	0.021273	0.0344179	0.0124338	0.5856602
1450	-5684.92	-5710.121	25.2005	0.0249153	0.0320501	0.0187825	0.049544	0.0364954	0.0322893	0.057168	0.0251309	0.00819505	0.00352255	0.0745692	0.060437	0.00976578	0.00606324	0.0169782	0.0069083	0.018042	0.0228567	0.0119413	0.0385505	0.0256445	0.5798498
1460	-5685.354	-5710.595	25.24165	0.0297266	0.0224577	0.017413	0.0495654	0.0397157	0.0373939	0.0462964	0.0185547	0.00944863	0.00336701	0.0916434	0.0579937	0.0116707	0.00688231	0.0135454	0.0106304	0.0103587	0.0185616	0.0191925	0.0339348	0.0273812	0.575734
1470	-5689.502	-5714.402	24.90002	0.0363322	0.0330745	0.0240918	0.0484494	0.0318004	0.0460246	0.0518819	0.0199493	0.00594428	0.00373546	0.0785167	0.0629996	0.0093536	0.00648069	0.0173023	0.00446232	0.016197	0.0242817	0.0288458	0.0362886	0.0238856	0.6098977
1480	-5688.965	-5714.423	25.45852	0.0220435	0.0346267	0.0177281	0.0414646	0.0339703	0.032327	0.0539225	0.018205	0.00785845	0.0046279	0.0902527	0.046843	0.0173327	0.00498906	0.0184746	0.0020813	0.00990057	0.0159619	0.0163567	0.0380965	0.0269842	0.5540473
1490	-5695.987	-5721.146	25.15877	0.027238	0.0269833	0.0170902	0.0629763	0.0477526	0.0318501	0.0507737	0.0182789	0.00459462	0.00907782	0.0639255	0.0539284	0.0117831	0.00559285	0.0144534	0.0115456	0.0201539	0.0208415	0.0181404	0.0284327	0.0386097	0.5840225
1500	-5689.47	-5714.539	25.06812	0.0351457	0.024721	0.0156093	0.0553237	0.038651	0.0383088	0.0635866	0.01759	0.00895594	0.00911695	0.0869507	0.058594	0.0104075	0.00413131	0.00852328	0.00316131	0.0162897	0.0188979	0.0130072	0.0436571	0.0224587	0.5930877
1510	-5689.003	-5713.966	24.96244	0.0213129	0.0309038	0.017495	0.0563611	0.0341649	0.030155	0.0603291	0.0207543	0.00995094	0.0051396	0.0846517	0.0646587	0.00802936	0.00608973	0.0158961	0.0076163	0.0202153	0.0168246	0.0251264	0.0313512	0.0366289	0.6036549
1520	-5692.118	-5717.485	25.36726	0.0334254	0.0338995	0.0101373	0.0514799	0.037348	0.0449316	0.040323	0.0219853	0.00975466	0.00343144	0.0846517	0.0595889	0.0115836	0.00524634	0.010416	0.011306	0.00954499	0.0223864	0.0103702	0.0280273	0.0233355	0.5631729
1530	-5693.201	-5718.501	25.30009	0.0281316	0.0310648	0.0223601	0.0423816	0.0367185	0.0214799	0.052343	0.0300911	0.00686533	0.0069824	0.081121	0.0565664	0.0132032	0.00178366	0.0208881	0.0110669	0.00821909	0.0233209	0.0156686	0.0277412	0.0318927	0.5698902
1540	-5694.175	-5719.248	25.07235	0.0291337	0.0407399	0.0170828	0.0426173	0.043331	0.0313993	0.052383	0.0168833	0.0144362	0.00652944	0.0834108	0.0431148	0.00954357	0.00399916	0.0169763	0.00841348	0.0226441	0.0253142	0.0150366	0.0298662	0.0398089	0.592664
1550	-5688.323	-5713.866	25.54258	0.0360295	0.0256787	0.0233086	0.0496446	0.0404437	0.034642	0.0464328	0.0148646	0.00646957	0.002795	0.0663512	0.0555854	0.00888595	0.00228313	0.0132957	0.00428529	0.0100367	0.023423	0.0253928	0.0301401	0.0256526	0.545641
1560	-5687.395	-5712.777	25.38175	0.0272894	0.0251113	0.0146741	0.0441282	0.0354893	0.0245682	0.05644	0.0241966	0.0102555	0.00571226	0.0933693	0.0569582	0.0100673	0.00742059	0.0142441	0.00602557	0.00667022	0.023423	0.0129226	0.0339386	0.0288197	0.561724
1570	-5690.232	-5715.624	25.39223	0.0184322	0.0250586	0.0231331	0.0489191	0.0350217	0.0371958	0.0547649	0.0246562	0.0144619	0.0047305	0.085132	0.047526	0.0106064	0.00284328	0.010434	0.00560165	0.0143541	0.0314378	0.0110875	0.0303076	0.0249714	0.5606759
1580	-5687.819	-5713.317	25.49834	0.0274708	0.0287612	0.0208749	0.046752	0.0317389	0.033046	0.0569588	0.0220125	0.00437645	0.00776496	0.0694717	0.045463	0.00870885	0.00753512	0.015354	0.00684402	0.0151721	0.0249229	0.0144544	0.031082	0.0313011	0.5500655
1590	-5691.297	-5716.536	25.23973	0.0247644	0.0320848	0.0308792	0.0520415	0.0422287	0.0273925	0.0526095	0.0280524	0.0108565	0.00549146	0.0772941	0.0486968	0.00895973	0.00528443	0.0107002	0.00737191	0.0106904	0.0245853	0.0123326	0.0288968	0.0347127	0.575926
1600	-5691.663	-5716.514	24.85046	0.0366538	0.0325857	0.0208353	0.0673132	0.038282	0.0331048	0.0559582	0.0205068	0.00734169	0.0056151	0.0768619	0.0566795	0.0118972	0.00352376	0.00838519	0.0154592	0.0155769	0.0286337	0.0177171	0.0387707	0.0231517	0.6148534
1610	-5687.978	-5713.11	25.13108	0.0280177	0.0308631	0.0167888	0.0545642	0.0446945	0.036348	0.0388806	0.0203198	0.0090405	0.00694796	0.0758115	0.0639373	0.0133926	0.00713408	0.00890022	0.00926694	0.0123772	0.0199135	0.0186451	0.0387707	0.0321773	0.5867916
1620	-5686.839	-5711.743	24.90424	0.0330356	0.0270795	0.0209066	0.0562203	0.0404753	0.0395996	0.0524188	0.0242864	0.0096439	0.0046217	0.0759024	0.0698419	0.012436	0.00680039	0.0103135	0.00926694	0.0150062	0.0268892	0.020827	0.031593	0.0223112	0.6094755
1630	-5692.384	-5717.721	25.33666	0.0315536	0.02402	0.0142989	0.0578574	0.0296411	0.0309422	0.0518355	0.0277575	0.0035274	0.00543467	0.0853484	0.0615889	0.0125017	0.00856657	0.0105555	0.00926694	0.0126626	0.0152247	0.0206264	0.0356805	0.0173429	0.5662335
1640	-5693.418	-5718.959	25.54128	0.0247493	0.0302367	0.0242637	0.0355495	0.0543043	0.0318619	0.0526077	0.0200545	0.00439411	0.00305943	0.0695452	0.0466806	0.00834405	0.00406087	0.0126798	0.00424161	0.0138181	0.0175644	0.0233718	0.0364701	0.0279138	0.5457717
1650	-5689.913	-5715.3	25.38648	0.0220425	0.0286634	0.0157256	0.0387183	0.042258	0.0318619	0.05555	0.0338908	0.00750521	0.00642421	0.0823289	0.0517588	0.00850867	0.00739241	0.0126798	0.00217697	0.0199535	0.0199459	0.0157617	0.0318908	0.0262143	0.5612516
1660	-5689.396	-5714.491	25.09437	0.0346431	0.0246576	0.0129282	0.0576823	0.030718	0.0398279	0.0443376	0.0267024	0.0113714	0.00567492	0.090298	0.0526721	0.00915841	0.00802257	0.0124037	0.0119342	0.0161666	0.0232738	0.0172064	0.0357841	0.0249989	0.5904622
1670	-5684.338	-5709.696	25.35858	0.0273381	0.0340412	0.0191254	0.0518707	0.0382367	0.0364797	0.0498816	0.0199922	0.00999682	0.00258236	0.0870572	0.0552423	0.00886042	0.00264786	0.0129399	0.00558642	0.0169133	0.0221423	0.0164289	0.0218026	0.0248752	0.5640414
1680	-5688.455	-5713.55	25.09433	0.0302326	0.0330754	0.0233369	0.0627647	0.0353159	0.0306552	0.0479262	0.0143124	0.0137668	0.00331801	0.0824675	0.0528671	0.0093101	0.00423704	0.0166908	0.00393193	0.0202185	0.0188753	0.0164156	0.0458736	0.0248752	0.5904668
1690	-5688.263	-5713.348	25.08448	0.0266026	0.0275095	0.0204371	0.0678015	0.0353318	0.0436798	0.0503499	0.0188569	0.00803733	0.00818145	0.0780889	0.0610052	0.00645831	0.00340761	0.0155756	0.0041852	0.0130118	0.0161498	0.0220356	0.0327094	0.0320356	0.591451
1700	-5688.018	-5713.106	25.08864	0.030151	0.028604	0.0204371	0.0524694	0.0398372	0.0295618	0.0525565	0.0242337	0.0104546	0.00386813	0.0726085	0.0713282	0.0140048	0.00485611	0.0139123	0.009949	0.0130408	0.0183796	0.0180756	0.025098	0.0376092	0.5910354
1710	-5692.358	-5717.42	25.06138	0.0376813	0.0301514	0.0219655	0.0500141	0.0360094	0.0269268	0.0679818	0.0241379	0.0118346	0.00761574	0.0788759	0.0452313	0.00739905	0.00286766	0.0156701	0.00307924	0.0186197	0.0153579	0.025258	0.0412872	0.0257968	0.5937613
1720	-5686.103	-5711.445	25.34168	0.0390578	0.0268573	0.0199441	0.0471126	0.0323132	0.030129	0.052105	0.0222449	0.00598072	0.00282386	0.0868342	0.0559089	0.00469533	0.00298435	0.0119381	0.00347584	0.0119764	0.0210143	0.0230452	0.034912	0.0303781	0.5657313
1730	-5693.813	-5719.194	25.38051	0.0302229	0.030681	0.0167844	0.0681543	0.0313866	0.033421	0.0484283	0.0225842	0.00688436	0.00898591	0.0779328	0.0437312	0.0138545	0.00414642	0.00847137	0.00973222	0.02036	0.0147274	0.0122132	0.0328096	0.0263361	0.5618479
1740	-5688.311	-5713.596	25.2854	0.024274	0.0281026	0.020823	0.0568785	0.0385219	0.0323609	0.0450024	0.0230076	0.0127837	0.00584701	0.0633752	0.0602205	0.0148252	0.00229006	0.0152526	0.00916575	0.0164527	0.0226628	0.0154115	0.0321888	0.0319124	0.5713592
1750	-5688.077	-5713.27	25.19327	0.036329	0.0259728	0.0161347	0.046104	0.0429347	0.0313373	0.0433206	0.0219184	0.0065403	0.0051524	0.0871434	0.0671447	0.0187612	0.00501567	0.0159289	0.00378096	0.0107132	0.0180224	0.0239317	0.0324681	0.0219182	0.5805725
