Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	TL
4730	-5689.658	-5714.792	25.13342	0.0269894	0.0289797	0.0183887	0.0542217	0.0313411	0.0405812	0.0550835	0.0163702	0.00657291	0.0064984	0.0849218	0.067657	0.00633594	0.00486905	0.0112399	0.00307598	0.0105989	0.0138164	0.0194612	0.0486723	0.0308824	0.5865577
4740	-5687.268	-5712.325	25.05704	0.0257065	0.0302393	0.0213671	0.0567448	0.0373236	0.0459897	0.0559126	0.0202444	0.00582701	0.00643483	0.0788638	0.0628214	0.00752286	0.00583132	0.0145058	0.00513482	0.0166382	0.02265	0.01805	0.0370467	0.019341	0.5941958
4750	-5695.743	-5721.05	25.30644	0.0225339	0.0286155	0.018365	0.0422748	0.0534951	0.0463554	0.0495223	0.0119588	0.00750481	0.00558626	0.0763367	0.0684266	0.0134172	0.00414361	0.0237179	0.00417419	0.00915408	0.0220954	0.0138183	0.0301828	0.0175771	0.5692557
4760	-5689.207	-5714.344	25.13733	0.0271562	0.0363575	0.020553	0.0588105	0.0320836	0.0283756	0.0516747	0.0250131	0.00618029	0.00495037	0.0831736	0.0501535	0.0144092	0.00312293	0.0160463	0.00778303	0.015953	0.0241513	0.0210435	0.0269611	0.0322143	0.5861667
4770	-5690.356	-5715.882	25.52583	0.0346297	0.0277629	0.0129045	0.0432878	0.0416078	0.0283756	0.0518708	0.02309	0.00940666	0.00737729	0.0780656	0.0636185	0.00914298	0.000653063	0.0168095	0.00363441	0.0167729	0.0190349	0.00990067	0.0270456	0.022325	0.5473162
4780	-5689.525	-5714.684	25.15853	0.0325241	0.0280235	0.0203979	0.0451386	0.0353845	0.0437008	0.0458181	0.0305677	0.00969629	0.00601227	0.0895937	0.0568758	0.0129751	0.00717982	0.00642304	0.00355203	0.0104573	0.0212205	0.0177244	0.0308782	0.0299024	0.5840463
4790	-5692.507	-5717.684	25.17697	0.0239698	0.0294011	0.0153559	0.0479051	0.0353845	0.032095	0.0536503	0.0340605	0.00458779	0.00500883	0.0891639	0.0532019	0.0138247	0.0080699	0.00635925	0.011244	0.0194825	0.0205063	0.0181406	0.0331676	0.0276233	0.5822026
4800	-5687.125	-5712.192	25.06627	0.0295522	0.029779	0.021633	0.0510003	0.040079	0.0353035	0.0427994	0.0193681	0.0130877	0.00436531	0.089027	0.0479612	0.0143779	0.0105773	0.0133774	0.00507004	0.0166281	0.0199457	0.016229	0.0433391	0.029772	0.5932722
4810	-5695.827	-5720.793	24.96573	0.0412995	0.0371076	0.0211106	0.0436212	0.039925	0.0297772	0.0410172	0.0332104	0.0102854	0.00357325	0.0946135	0.0556303	0.00741379	0.00725432	0.0133776	0.00458611	0.00666164	0.0200381	0.0112084	0.0445799	0.0370354	0.6033266
4820	-5688.186	-5713.549	25.36278	0.0368223	0.0303568	0.0146831	0.042689	0.0406697	0.0308384	0.0493173	0.0204304	0.00872674	0.00616627	0.0909206	0.0654119	0.00876794	0.00714952	0.0122463	0.0051714	0.0184082	0.0181045	0.0106656	0.0288431	0.0172322	0.5636212
4830	-5690.728	-5715.865	25.13711	0.0288501	0.0310377	0.0250531	0.0460548	0.0360067	0.0244151	0.0613345	0.0204931	0.012205	0.00159955	0.0896168	0.0486722	0.0105864	0.00795042	0.0228234	0.00287824	0.0104447	0.0270938	0.0210348	0.033796	0.0242425	0.5861889
4840	-5687.819	-5713.047	25.2282	0.0239092	0.0306846	0.0190608	0.0526162	0.0462563	0.0348203	0.0487671	0.0232577	0.0136727	0.00729042	0.0844717	0.0555669	0.00846064	0.00795042	0.0140072	0.00756147	0.016081	0.0215228	0.0110272	0.0325504	0.0175447	0.5770796
4850	-5694.203	-5719.413	25.20991	0.0215915	0.0284046	0.0151557	0.0431266	0.0426861	0.0300703	0.0483788	0.0257843	0.0131792	0.00348846	0.10062	0.0572697	0.00746435	0.00348621	0.0122648	0.00566574	0.0179863	0.0121489	0.0139519	0.0480432	0.0281415	0.5789084
4860	-5690.751	-5715.99	25.23906	0.0299581	0.0376744	0.0180019	0.0509769	0.0417759	0.0279008	0.0483893	0.0209592	0.0118227	0.00510954	0.0850512	0.0448255	0.0107964	0.0140741	0.00812837	0.0102739	0.0167339	0.0194986	0.0223108	0.0259858	0.0257462	0.5759933
4870	-5687.392	-5712.643	25.25103	0.0328271	0.026355	0.0243138	0.0458152	0.0441478	0.0262201	0.0452002	0.0170122	0.00935472	0.00366927	0.0866596	0.0579262	0.0126946	0.00709717	0.0146899	0.0111635	0.0161028	0.0206494	0.0150233	0.0382349	0.0196403	0.5747967
4880	-5688.651	-5714.036	25.38539	0.0357695	0.0285886	0.0162294	0.0427276	0.0323877	0.0345739	0.0545148	0.0215059	0.0113062	0.00700604	0.0662482	0.0629212	0.00766542	0.00595082	0.0176933	0.003065	0.0179597	0.0229465	0.0166622	0.0372115	0.0184265	0.5613601
4890	-5688.457	-5713.652	25.19477	0.035156	0.0398036	0.0243253	0.0525367	0.0324467	0.0303735	0.043999	0.0253742	0.0129625	0.00279816	0.0716799	0.0617176	0.0118892	0.00387258	0.0109185	0.00631059	0.0196743	0.0260924	0.0147571	0.0307339	0.023001	0.5804227
4900	-5688.098	-5713.444	25.34596	0.0412718	0.0326622	0.0164253	0.0484147	0.0358486	0.0328594	0.038923	0.0239933	0.00632445	0.00557055	0.092756	0.0617176	0.00996418	0.00347011	0.0126208	0.00631059	0.0155039	0.0157195	0.0164955	0.0304184	0.0180333	0.5653033
4910	-5692.572	-5717.725	25.15289	0.0255039	0.0275552	0.0201637	0.055717	0.0451054	0.0253838	0.0504835	0.022348	0.0117944	0.00858436	0.084219	0.070708	0.00880721	0.0104164	0.0147627	0.00661624	0.0106667	0.0136783	0.0164955	0.0251485	0.0304524	0.5846101
4920	-5688.694	-5713.612	24.91846	0.0298303	0.0209198	0.0225635	0.0586221	0.0424413	0.0309332	0.0444069	0.0207393	0.00973183	0.00500002	0.0917966	0.0693358	0.00804971	0.0054803	0.0133156	0.00266409	0.0218439	0.026488	0.0177523	0.0405799	0.0255588	0.6080533
4930	-5686.648	-5712.081	25.43377	0.0235972	0.0297519	0.0139129	0.0489314	0.0410337	0.0411897	0.053856	0.0203509	0.0063652	0.00592193	0.0727137	0.0537152	0.00821423	0.00840588	0.0125664	0.00627337	0.0169419	0.0238467	0.0116017	0.0365807	0.0207515	0.5565222
4940	-5690.384	-5715.732	25.3482	0.0376549	0.0238486	0.0145749	0.0381041	0.0350406	0.0323922	0.0548168	0.0161173	0.00986052	0.00395955	0.0840623	0.0577702	0.00751615	0.0115825	0.0198959	0.00815621	0.0107845	0.0208551	0.0170068	0.0381203	0.0229602	0.5650798
4950	-5689.134	-5714.235	25.10092	0.0289413	0.024185	0.0138605	0.0591076	0.0438992	0.0400851	0.0453129	0.0287598	0.00961545	0.00395955	0.0807989	0.0714141	0.0128335	0.00156769	0.0116328	0.00739156	0.0168881	0.0180849	0.0154877	0.0289992	0.0269821	0.5898069
4960	-5686.027	-5711.187	25.16092	0.0339776	0.0321645	0.0183784	0.0544115	0.0333336	0.0361836	0.0561176	0.0151066	0.00611899	0.00498792	0.0796581	0.0655735	0.0141299	0.00638834	0.01224	0.00291716	0.0153006	0.0283141	0.0172665	0.0289992	0.0222397	0.5838075
4970	-5688.817	-5713.989	25.17163	0.0328652	0.0233071	0.0177447	0.0577367	0.0427161	0.0265855	0.0510054	0.0208159	0.00389292	0.0023809	0.0822723	0.0630757	0.0111394	0.00306439	0.0153034	0.00813252	0.0134389	0.0163523	0.0219814	0.0404616	0.0284638	0.582736
4980	-5684.228	-5709.414	25.18672	0.0303852	0.0281804	0.0204952	0.0577367	0.042848	0.0321789	0.0571276	0.0185923	0.00872599	0.00515147	0.0864152	0.0605482	0.0140953	0.00794776	0.0123866	0.00580155	0.0124828	0.0170616	0.0154064	0.0280131	0.0196469	0.5812272
4990	-5690.316	-5715.373	25.05694	0.0277681	0.0290135	0.0186727	0.0459141	0.0320031	0.0266993	0.0520222	0.0218762	0.0065501	0.00344866	0.0948403	0.0745928	0.0131302	0.00716736	0.0149442	0.00770719	0.0166953	0.0123999	0.027821	0.0342388	0.0267006	0.5942054
5000	-5683.135	-5708.396	25.2604	0.0257033	0.0274127	0.0200043	0.060271	0.0353453	0.0352647	0.0508154	0.0229509	0.00790343	0.00365176	0.0883052	0.0571313	0.0109917	0.00352029	0.0173072	0.00495291	0.0109423	0.0263738	0.0109003	0.0299617	0.02415	0.5738598
5010	-5684.416	-5709.669	25.25353	0.0287114	0.0267185	0.0154771	0.0483559	0.036974	0.0405443	0.0463782	0.0242225	0.00672452	0.00574266	0.097115	0.0535957	0.0122865	0.00609908	0.0110853	0.00253128	0.0145826	0.0186634	0.0178937	0.0320284	0.028816	0.5745461
5020	-5690.664	-5715.71	25.04624	0.0375223	0.0263927	0.0253071	0.0464748	0.0355613	0.0330294	0.0509845	0.0165083	0.00679346	0.00770817	0.0855266	0.0599304	0.0126245	0.00581461	0.0135239	0.00349486	0.0114711	0.0240424	0.0292493	0.0403917	0.0229237	0.5952751
5030	-5684.362	-5709.604	25.24204	0.0254986	0.0252329	0.0199063	0.0484763	0.0425532	0.0370381	0.0526521	0.0250079	0.00967924	0.00311623	0.0829445	0.0532015	0.0101929	0.00646767	0.0158256	0.00418242	0.0102298	0.0193807	0.0122588	0.0328321	0.0390187	0.5756954
5040	-5690.57	-5715.591	25.02074	0.0331261	0.0251131	0.0185291	0.048379	0.038332	0.0399088	0.0444596	0.0195194	0.00426287	0.00645109	0.09474	0.0578772	0.0124131	0.0070088	0.0162058	0.00613593	0.01538	0.0266947	0.017445	0.0331467	0.0326968	0.5978251
5050	-5694.653	-5719.386	24.73286	0.0297015	0.0354701	0.0248739	0.0486666	0.0442205	0.0300417	0.0567974	0.0332205	0.0173902	0.00402948	0.0784937	0.0643215	0.00569542	0.00729885	0.0185931	0.0117021	0.0183004	0.0243841	0.0157179	0.0338467	0.0238477	0.6266133
5060	-5694.282	-5719.13	24.84801	0.0236306	0.0284614	0.027268	0.0469784	0.0573524	0.0390297	0.0525094	0.0355869	0.0102793	0.00462572	0.0772467	0.0677065	0.0127089	0.00336918	0.0115113	0.00520285	0.0120054	0.0279959	0.0139675	0.0334408	0.0242211	0.6150979
5070	-5685.704	-5711.287	25.58347	0.0253207	0.0247364	0.0164799	0.0548355	0.033078	0.0317387	0.0436182	0.017207	0.0126333	0.00434413	0.0926745	0.0582806	0.00955686	0.00279785	0.0119105	0.00481692	0.0137883	0.0187399	0.015634	0.031189	0.0181725	0.5415528
5080	-5693.891	-5719.089	25.19861	0.0299095	0.0270443	0.0176151	0.0476387	0.0465246	0.0223635	0.0597166	0.0175429	0.0133504	0.00492827	0.0918181	0.0555437	0.0104553	0.00713568	0.0217322	0.00629014	0.014333	0.0236856	0.0180899	0.0322719	0.0120486	0.5800381
5090	-5689.038	-5713.944	24.90595	0.0253718	0.0380922	0.015456	0.0608524	0.039196	0.0336293	0.0556159	0.0240117	0.00731005	0.00491638	0.087897	0.0587816	0.0140365	0.00805094	0.0188546	0.0060576	0.0137792	0.0285324	0.0181906	0.0322719	0.0184001	0.6093041
5100	-5690.486	-5715.399	24.91344	0.0301003	0.0280414	0.0322944	0.0511451	0.0403778	0.032851	0.059535	0.0205356	0.0114011	0.0037152	0.0802613	0.0673442	0.00485992	0.00537359	0.0145211	0.00525198	0.0213318	0.0228811	0.024372	0.0322719	0.0200895	0.6085555
5110	-5688.202	-5713.558	25.35598	0.0254077	0.0332823	0.0227323	0.0518988	0.0370228	0.0355781	0.0458535	0.0130565	0.0119409	0.00241937	0.0966443	0.0588139	0.00731024	0.00390504	0.014519	0.00449479	0.0105242	0.016308	0.0100782	0.0400059	0.0225056	0.5643013
5120	-5687.819	-5712.91	25.09177	0.0325802	0.033101	0.0137579	0.0549946	0.0432583	0.0355781	0.0520246	0.0155021	0.0101435	0.00600296	0.088032	0.0585323	0.013561	0.00670785	0.0146218	0.012239	0.0116618	0.0170505	0.0156881	0.032605	0.0230794	0.590722
5130	-5689.046	-5714.263	25.21711	0.0281139	0.0356131	0.0133606	0.0506594	0.0440627	0.0318341	0.0486574	0.0232041	0.00658409	0.00319575	0.0778656	0.0563615	0.00752335	0.0148118	0.00886228	0.00722709	0.0156801	0.0196787	0.0124591	0.0390474	0.0333858	0.5781879
5140	-5692.329	-5717.304	24.97561	0.0337788	0.0216697	0.0250834	0.0569945	0.0416192	0.0371694	0.0473213	0.0232041	0.0124555	0.00618254	0.0847015	0.0587274	0.00902211	0.0138153	0.0104354	0.00134361	0.0144522	0.0335944	0.0124591	0.0347542	0.0235543	0.6023382
5150	-5690.425	-5715.963	25.53813	0.0347434	0.0233264	0.0162723	0.0506557	0.0304497	0.0261265	0.0513063	0.0221321	0.00873942	0.0106794	0.0668073	0.0595354	0.0122328	0.00341852	0.0189593	0.00279448	0.0147635	0.0239733	0.0167699	0.0248096	0.0275915	0.5460869
5160	-5690.111	-5715.237	25.12516	0.0296364	0.0333002	0.0169558	0.0476416	0.0368152	0.0304407	0.0585278	0.0115678	0.0112116	0.00458606	0.0806252	0.0595354	0.00694752	0.0059888	0.0169096	0.00721732	0.0198816	0.0236545	0.0276652	0.0373404	0.0209345	0.5873832
5170	-5685.1	-5710.767	25.66639	0.0318835	0.0301401	0.0155067	0.0454134	0.0371783	0.0292759	0.0536943	0.0275062	0.00951189	0.00269836	0.0794201	0.0505313	0.00715786	0.00393139	0.0142037	0.00551823	0.0115396	0.0161876	0.0117985	0.0249762	0.0251873	0.5332606
5180	-5684.147	-5709.32	25.17317	0.0310765	0.0301366	0.0218733	0.0500222	0.0456545	0.0384125	0.0467534	0.0205526	0.00693248	0.00667931	0.0773197	0.0577184	0.00811307	0.0110725	0.0152796	0.00330286	0.0157974	0.0228077	0.0160701	0.0327098	0.0242981	0.5825827
5190	-5691.343	-5716.545	25.2027	0.0311834	0.0311363	0.0151188	0.0499996	0.0359213	0.0271011	0.0678514	0.0254244	0.00701722	0.0052236	0.0740863	0.0456585	0.0121212	0.00530278	0.0168236	0.0132238	0.0143655	0.0246326	0.0204168	0.0322979	0.0247234	0.5796295
5200	-5686.843	-5712.12	25.2768	0.034606	0.0273427	0.0231224	0.0536231	0.0335122	0.0380524	0.0433108	0.0190965	0.0046925	0.0032222	0.0918296	0.0580544	0.00677232	0.00317231	0.0151599	0.00783191	0.0134036	0.0250384	0.0168929	0.0350278	0.0184555	0.5722195
5210	-5695.238	-5720.522	25.28316	0.0237099	0.0324611	0.0152234	0.0552492	0.0357641	0.0348256	0.0517297	0.0101902	0.00400271	0.00639016	0.0885455	0.0518088	0.00516675	0.00542151	0.0205914	0.00783191	0.00962363	0.0238899	0.0190185	0.0345788	0.0355603	0.5715831
5220	-5689.771	-5714.756	24.98519	0.0279763	0.0254044	0.01745	0.0531806	0.0409821	0.0340873	0.0456496	0.0260754	0.0104548	0.00583765	0.0960895	0.0678385	0.0068529	0.00670156	0.0104386	0.0121141	0.0145032	0.0206775	0.0193357	0.0266183	0.0331127	0.6013807
5230	-5688.513	-5713.88	25.36755	0.0229134	0.0251179	0.0161908	0.0406431	0.0384998	0.0342375	0.0541079	0.0254782	0.00772143	0.00389779	0.0714527	0.0684561	0.0108391	0.0055004	0.0167861	0.00231668	0.00925673	0.0296387	0.0182867	0.0300136	0.0317895	0.563144
5240	-5691.153	-5716.361	25.20792	0.0341801	0.0257501	0.0288804	0.0572384	0.0408022	0.0302633	0.0425376	0.0199896	0.00664529	0.00605262	0.0919382	0.0436711	0.0108391	0.00327147	0.0144702	0.00562812	0.0174079	0.0141092	0.0207366	0.0392148	0.0254815	0.5791078
5250	-5687.846	-5712.781	24.93501	0.0395165	0.038988	0.0164014	0.052356	0.0350774	0.0378461	0.05922	0.024541	0.0115312	0.00312978	0.0835041	0.0589593	0.0104109	0.00402288	0.017089	0.00520173	0.00875731	0.0141092	0.023098	0.0317842	0.0308547	0.6063986
5260	-5689.348	-5714.635	25.2871	0.0274666	0.0316105	0.0151303	0.0485358	0.0474827	0.0342874	0.0509267	0.0176509	0.0092497	0.00295682	0.0768569	0.0487293	0.00666329	0.0087527	0.0166226	0.00176642	0.0121591	0.0223257	0.0118011	0.0474329	0.0327823	0.5711897
5270	-5688.305	-5713.33	25.02456	0.0224975	0.0277184	0.0209657	0.0471884	0.0535577	0.0412128	0.0593149	0.0240026	0.00897084	0.00531735	0.0728775	0.0634125	0.00945948	0.00395687	0.0118312	0.00517517	0.0151358	0.0210402	0.0199723	0.0409127	0.0229237	0.5974438
5280	-5686.969	-5712.169	25.19976	0.0306506	0.03352	0.02537	0.0450043	0.0381123	0.0263972	0.0524245	0.0166266	0.0103444	0.00382309	0.0809492	0.0589512	0.0162735	0.00560978	0.0185218	0.005782	0.0161454	0.0135525	0.0196385	0.0298277	0.0323991	0.5799237
5290	-5684.692	-5709.719	25.02729	0.0370202	0.0261965	0.0178036	0.0519056	0.0351241	0.0326348	0.0544898	0.0217298	0.00706262	0.0038237	0.0919076	0.0580681	0.0152542	0.00684253	0.0175929	0.00592689	0.0189893	0.0178386	0.0174165	0.0345885	0.0249542	0.5971701
5300	-5684.401	-5709.492	25.09073	0.0290948	0.0302299	0.0144979	0.0525566	0.0412559	0.0363829	0.0573853	0.021258	0.00921475	0.00351334	0.0885224	0.0577016	0.0106754	0.00545104	0.00957581	0.00934697	0.0105803	0.0230576	0.0140947	0.0345885	0.0318426	0.5908263
5310	-5688.364	-5713.356	24.99254	0.026862	0.028291	0.0277336	0.0514289	0.0285057	0.0344261	0.0531679	0.0158382	0.0110352	0.002856	0.0980542	0.0661079	0.00948344	0.00695762	0.0138526	0.00380683	0.0141466	0.0273699	0.0207859	0.034891	0.0250447	0.6006453
5320	-5685.152	-5710.403	25.25034	0.0338709	0.028601	0.0255839	0.0545091	0.0409568	0.0315693	0.0434821	0.0192153	0.0138911	0.0012931	0.078753	0.0575872	0.00929926	0.00451161	0.0182992	0.0048213	0.0153877	0.0167023	0.0165954	0.034891	0.0250447	0.574865
5330	-5685.912	-5711.187	25.27468	0.0281785	0.0247616	0.020535	0.0456573	0.0386504	0.0306726	0.0522042	0.0234534	0.00792952	0.00339181	0.0808226	0.0610501	0.00833395	0.00561203	0.0196713	0.00435745	0.0213523	0.0218286	0.0205467	0.0321292	0.0212928	0.5724314
5340	-5686.423	-5711.544	25.1207	0.0295852	0.0320932	0.0229926	0.0503837	0.0404452	0.028777	0.0480356	0.0281336	0.0091604	0.00444078	0.0851576	0.0665239	0.0120965	0.00614318	0.0156755	0.00873633	0.00957034	0.0193617	0.0129528	0.0400646	0.0175002	0.5878298
5350	-5688.52	-5713.776	25.25567	0.0308252	0.0349074	0.0231207	0.0424775	0.042914	0.0243773	0.0564423	0.0156094	0.00758413	0.00262415	0.0842107	0.0541934	0.00915031	0.0057146	0.0124683	0.00554454	0.0187179	0.0241706	0.0111453	0.0372717	0.0308633	0.5743328
5360	-5689.534	-5714.625	25.09061	0.0218803	0.0288655	0.0192554	0.0580325	0.0318361	0.0406826	0.0455168	0.0195391	0.0111693	0.00261704	0.0902533	0.0526084	0.0119435	0.00800131	0.0120499	0.00606379	0.0187179	0.0223501	0.0220828	0.0297345	0.0376383	0.5908384
5370	-5689.974	-5715.18	25.20614	0.0256951	0.0293404	0.0115276	0.0385114	0.0447643	0.0421575	0.0496832	0.0220275	0.0120352	0.00539873	0.0826929	0.0588446	0.0146219	0.00633091	0.00955775	0.00384307	0.0133187	0.0252232	0.0143986	0.0342855	0.0350272	0.5792854
5380	-5689.737	-5715.033	25.29591	0.0406038	0.0319493	0.0200612	0.0428816	0.0421836	0.0331391	0.0611913	0.0280603	0.00945813	0.00334495	0.0717364	0.0554908	0.00810842	0.00364042	0.00904465	0.00546276	0.0144688	0.0265764	0.0129245	0.0314584	0.0185233	0.5703083
5390	-5685.781	-5710.802	25.02138	0.0281691	0.0249803	0.0244595	0.0527066	0.0376444	0.0343325	0.0581048	0.0256085	0.0103395	0.00570316	0.0758629	0.0635199	0.0185194	0.00650339	0.0162635	0.00610543	0.0143834	0.0237205	0.0162805	0.0294337	0.02512	0.597761
5400	-5693.607	-5718.436	24.82927	0.0388354	0.020304	0.0237597	0.0534135	0.0398621	0.0307066	0.0515242	0.0274347	0.010484	0.0076677	0.0822027	0.0599317	0.015819	0.002391	0.00986034	0.00672542	0.0126889	0.0245642	0.0225674	0.0359889	0.0402411	0.6169727
5410	-5686.196	-5711.486	25.28976	0.032144	0.0263564	0.0227822	0.0453529	0.0381419	0.037122	0.0570519	0.0195218	0.012523	0.00352469	0.0724114	0.0537346	0.0102658	0.00650987	0.0119095	0.00868171	0.017189	0.0237474	0.0227589	0.0286155	0.0205792	0.5709235
5420	-5685.479	-5710.966	25.48757	0.0271773	0.0274224	0.0217936	0.0442227	0.0265517	0.0318309	0.0547046	0.0231146	0.00673847	0.00337057	0.0770135	0.0564863	0.0102386	0.00275801	0.0146375	0.00904226	0.0127733	0.0265861	0.0114923	0.0330725	0.030115	0.5511423
5430	-5693.086	-5718.283	25.19657	0.0265556	0.0451629	0.0131421	0.0535788	0.0341144	0.0277259	0.0463477	0.0207339	0.0116722	0.00337214	0.0773403	0.050098	0.01447	0.00922856	0.0154146	0.00737172	0.0138463	0.0212119	0.0207555	0.0493734	0.0187266	0.5802425
5440	-5688.16	-5713.188	25.02852	0.0370629	0.0352952	0.0188066	0.0439681	0.0455316	0.0337608	0.0456792	0.0256964	0.00998078	0.00350367	0.0813205	0.0645905	0.00950446	0.0066929	0.0138362	0.00595489	0.0180372	0.0192493	0.02563	0.0352745	0.0176721	0.5970478
5450	-5700.848	-5725.917	25.06856	0.0372213	0.036831	0.0187045	0.0424642	0.0273614	0.0496378	0.0545391	0.0174586	0.0132769	0.00751841	0.078365	0.069655	0.00459838	0.0037965	0.00598763	0.00944126	0.0211591	0.0120673	0.0214505	0.0320589	0.0294508	0.5930436
5460	-5689.467	-5715.002	25.53444	0.0293973	0.0336011	0.0159476	0.0461912	0.0383347	0.030262	0.0513573	0.0254776	0.0134062	0.00198112	0.0718537	0.0573494	0.0156357	0.00490097	0.0139081	0.00673595	0.0142354	0.011923	0.0155333	0.0268748	0.0215485	0.546455
5470	-5684.179	-5709.225	25.04677	0.0278874	0.0322825	0.0225225	0.0523458	0.0377452	0.0273766	0.0548741	0.0204787	0.00800181	0.00377143	0.0832833	0.0629648	0.0111427	0.00829204	0.0201526	0.00588731	0.0141983	0.0178193	0.023296	0.0348693	0.0260311	0.5952225
5480	-5689.705	-5714.778	25.07307	0.0275623	0.0240692	0.0175493	0.0466347	0.0426855	0.0358901	0.0651197	0.0251361	0.0148721	0.00334575	0.0901062	0.0544858	0.00638001	0.00757875	0.0110939	0.00753978	0.0176676	0.0230737	0.0172225	0.0371031	0.0174765	0.5925925
5490	-5690.08	-5715.285	25.20454	0.0298532	0.0243915	0.0216077	0.0420894	0.0363139	0.0366637	0.0514989	0.0244524	0.0098009	0.00658739	0.0709458	0.0581608	0.00547415	0.0114188	0.0127486	0.0118756	0.02145	0.0245849	0.0177086	0.0370567	0.024763	0.5794458
5500	-5696.84	-5721.762	24.92199	0.0356395	0.0315342	0.0188372	0.0474738	0.0380306	0.029689	0.0639936	0.0351727	0.0112185	0.00136061	0.0722511	0.0679593	0.00692097	0.0134772	0.0173198	0.00469416	0.0115349	0.0252472	0.0197833	0.0382909	0.017272	0.6077006
5510	-5690.243	-5715.351	25.1085	0.0315464	0.0315342	0.0183866	0.0530184	0.0354837	0.0388512	0.04308	0.0218466	0.0106891	0.00302767	0.0732858	0.0724346	0.0120428	0.0104918	0.00719796	0.00413837	0.0216708	0.0182676	0.0226167	0.0325767	0.0268622	0.589049
5520	-5696.112	-5721.289	25.17664	0.0325566	0.03441	0.0216693	0.0485032	0.0259666	0.0263094	0.0456828	0.0287727	0.0065595	0.00669504	0.0746801	0.0662884	0.00553699	0.00906986	0.0218066	0.00141538	0.0122892	0.0181656	0.0313762	0.0325767	0.0319052	0.5822356
5530	-5689.543	-5714.922	25.37926	0.0343488	0.0299562	0.0141016	0.0442333	0.0377999	0.0244584	0.0445617	0.0246894	0.0143555	0.00248866	0.0757248	0.0566195	0.00802279	0.0120906	0.00876227	0.00886648	0.0117527	0.0226527	0.0187284	0.0393986	0.0283612	0.5619735
5540	-5691.073	-5716.633	25.55985	0.0337405	0.0320572	0.017676	0.046685	0.0417463	0.0301512	0.0453829	0.0122102	0.00574537	0.00558222	0.0826385	0.0493885	0.00895248	0.0045207	0.0117266	0.0094869	0.02051	0.0184636	0.0143758	0.0374157	0.0154585	0.543914
5550	-5697.487	-5722.14	24.65366	0.0295824	0.0325231	0.0288835	0.0611622	0.0360888	0.0286241	0.0480125	0.0162683	0.012105	0.00761802	0.0826385	0.0592129	0.0125113	0.00897577	0.0222321	0.00718739	0.0240066	0.0316869	0.0141941	0.0451266	0.0258929	0.634533
5560	-5689.518	-5714.824	25.30522	0.0211207	0.0284899	0.0193792	0.0457138	0.0382236	0.0336767	0.0527677	0.0307068	0.0101098	0.0106438	0.0759425	0.0556044	0.0152738	0.00578251	0.0152592	0.00554638	0.012863	0.0214279	0.0162205	0.037044	0.0175814	0.5693775
5570	-5686.14	-5711.486	25.34642	0.0234222	0.0296924	0.012298	0.0491525	0.0310712	0.0377126	0.0670638	0.0256262	0.00918242	0.00421298	0.0783416	0.0582789	0.0110744	0.00487575	0.0119971	0.00706305	0.0124961	0.0203017	0.0165701	0.0325627	0.0222622	0.5652577
5580	-5689.768	-5714.936	25.16842	0.0342746	0.0289677	0.0154777	0.0576426	0.0441229	0.0351017	0.0570003	0.0201357	0.0137117	0.00278238	0.0838585	0.0406499	0.0125137	0.00101129	0.0144964	0.00931964	0.0140761	0.0199562	0.0177679	0.0341858	0.0260052	0.5830577
5590	-5693.508	-5718.559	25.05113	0.0336615	0.0370655	0.0129691	0.0466824	0.0301346	0.0393758	0.0571754	0.0219378	0.00624862	0.00554837	0.0730412	0.0585544	0.00988411	0.000386812	0.0150361	0.00489079	0.0195958	0.0197876	0.0221685	0.0463254	0.0343164	0.5947862
5600	-5685.608	-5710.896	25.28781	0.038989	0.0353175	0.01411	0.0526792	0.0386994	0.0335655	0.0558692	0.0212913	0.00659524	0.00319168	0.0775394	0.0550816	0.00568765	0.00321358	0.0192392	0.00420576	0.0102584	0.0228592	0.0122589	0.0348694	0.0255975	0.5711186
5610	-5693.885	-5718.986	25.10115	0.0327918	0.021075	0.0249958	0.0530364	0.0443362	0.0395264	0.0484424	0.0168831	0.0127195	0.00430329	0.0876927	0.0694723	0.0183884	0.00474969	0.0168064	0.00805348	0.00861467	0.0205238	0.0066849	0.0287679	0.0219209	0.5897849
5620	-5685.334	-5710.562	25.22838	0.0290893	0.0311686	0.0233909	0.054926	0.0293293	0.0369351	0.0575308	0.0202744	0.00873658	0.00285144	0.0909469	0.0445139	0.00888942	0.00759603	0.0123978	0.00346588	0.0145551	0.0226224	0.0154243	0.0368467	0.0255706	0.5770614
5630	-5689.114	-5714.449	25.33414	0.0295737	0.0241624	0.0182082	0.0574704	0.0378096	0.0287576	0.0420367	0.0225296	0.00581827	0.00677597	0.0799207	0.0631147	0.0153113	0.00506075	0.013955	0.00355638	0.0221809	0.0124747	0.0161945	0.0392327	0.0223418	0.5664858
