Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	sr[5]	TL
4410	-5219.269	-5247.017	27.74859	0.1920841	0.0310773	0.0282787	0.0176654	0.0763789	0.0631898	0.0372226	0.0652575	0.0216747	0.00755341	0.00525234	0.116813	0.101725	0.00753857	0.00813225	0.0122816	0.0159416	0.00159246	0.0409788	0.0383489	0.0116963	0.0441086	0.108984	0.271812	0.0458136	0.088773	0.399215	0.0854025	0.305728	0.18787	0.219616	0.286786	0.00012505	0.00912949	0.107509	0.639457	4.24378	0.752707
4420	-5213.718	-5241.142	27.42377	0.1972564	0.0341534	0.0318011	0.0230884	0.0719145	0.0572864	0.052976	0.0870804	0.0277547	0.0132315	0.00450195	0.104033	0.0829472	0.0172456	0.000762641	0.0178069	0.0131356	0.00929654	0.0441871	0.0255399	0.0170631	0.0493827	0.095977	0.296222	0.040764	0.0740434	0.421092	0.0719015	0.264592	0.192234	0.243964	0.29921	0.000155661	0.0103277	0.114819	0.656682	4.21802	0.785189
4430	-5214.456	-5242.463	28.00656	0.2449913	0.0331537	0.0257098	0.0231594	0.0706081	0.0589145	0.0368342	0.0801509	0.0210589	0.0152174	0.00530454	0.113747	0.0646312	0.00774579	0.00318788	0.0219423	0.0134896	0.00495065	0.0425517	0.0383496	0.0134612	0.0327417	0.113283	0.290973	0.0535634	0.0877207	0.381387	0.0730736	0.274827	0.187602	0.241025	0.296545	0.000758256	0.0250951	0.183624	0.79121	3.99931	0.7269099
4440	-5214.019	-5242.076	28.05657	0.1901295	0.0362487	0.024149	0.0271716	0.0563565	0.0431912	0.0437034	0.0821913	0.0213955	0.0143628	0.00470523	0.133722	0.0716157	0.0015876	0.00279358	0.0154762	0.00893372	0.00469817	0.0440801	0.0395387	0.0134612	0.0325269	0.107079	0.300572	0.0396215	0.0866241	0.389378	0.0767244	0.284608	0.181112	0.241982	0.292298	0.000114761	0.00869833	0.104766	0.632798	4.25362	0.7219093
4450	-5219.821	-5247.09	27.26924	0.2007325	0.0456458	0.0480924	0.0348264	0.077055	0.0467574	0.0437034	0.0773958	0.0249804	0.00958255	0.00550735	0.147967	0.0910952	0.00184315	0.000394672	0.000635292	0.0126854	0.00679208	0.0401709	0.0441857	0.0151468	0.0261794	0.103072	0.299908	0.0424551	0.0740234	0.417583	0.0629589	0.268217	0.201689	0.249117	0.280977	0.000179197	0.0111793	0.119769	0.667941	4.20093	0.800642
4460	-5226.406	-5253.188	26.78183	0.1967198	0.0401794	0.0479004	0.0282697	0.0890567	0.0560417	0.0330339	0.0970182	0.0255742	0.0185529	0.00376551	0.15033	0.0717631	0.00377752	0.00655345	0.00128289	0.00942346	0.0163377	0.0522276	0.0580674	0.00899787	0.0312302	0.0879433	0.295262	0.0301056	0.0856279	0.422056	0.0790053	0.276749	0.17969	0.247132	0.296428	0.000152247	0.0101995	0.114058	0.654921	4.22067	0.8493833
4470	-5213.913	-5240.823	26.90976	0.202291	0.0406739	0.044568	0.0379934	0.0832477	0.0434924	0.0437373	0.0679735	0.0326336	0.0149399	0.00536836	0.146296	0.0971594	0.0127259	0.00998639	0.000434407	0.0100165	0.0097806	0.0455982	0.0444793	0.0208718	0.0246132	0.116896	0.286699	0.0508802	0.0893301	0.401	0.0551947	0.271718	0.18981	0.240807	0.297665	0.000190574	0.0115732	0.121996	0.672908	4.19333	0.8365901
4480	-5220.805	-5247.465	26.66052	0.2201947	0.0410733	0.0435375	0.0249442	0.0777231	0.0553355	0.0536243	0.0638076	0.0441643	0.00983659	0.00663198	0.12531	0.122062	0.0129175	0.0150395	0.000730505	0.00544379	0.0102696	0.0531522	0.0236149	0.0193467	0.0529483	0.103604	0.305339	0.0417204	0.108691	0.368958	0.0716882	0.267784	0.200142	0.216574	0.3155	0.000363027	0.0166201	0.14781	0.726514	4.10869	0.8615136
4490	-5227.88	-5255.149	27.26927	0.1807902	0.033293	0.0340467	0.0194933	0.0696616	0.0469543	0.044706	0.0648929	0.0307002	0.00725908	0.00217805	0.114573	0.0853198	0.0358196	0.00329031	0.00117675	0.014099	0.00772448	0.0893388	0.0405114	0.0247371	0.0308631	0.143666	0.273533	0.0388801	0.105777	0.364252	0.0738911	0.287695	0.183677	0.243016	0.285612	7.42113e-05	0.00680233	0.0918456	0.599817	4.30146	0.8006385
4500	-5217.62	-5245.944	28.32373	0.1847115	0.0264496	0.0327157	0.0244868	0.072633	0.0335887	0.0310097	0.0696563	0.0263014	0.015344	0.00279721	0.106845	0.0855849	0.00361149	0.00947448	0.00255982	0.0112132	0.00552815	0.0388621	0.0386598	0.0196163	0.0382552	0.108471	0.252095	0.0295034	0.12045	0.429469	0.0600124	0.279438	0.188693	0.247978	0.283891	8.95981e-05	0.00756531	0.0972298	0.613902	4.28121	0.6951927
4510	-5213.815	-5241.738	27.92346	0.199889	0.0329741	0.0414616	0.0176137	0.0632577	0.0617762	0.043487	0.0755618	0.021578	0.0157146	0.00191465	0.108408	0.0751354	0.00990485	0.000991733	0.0210059	0.00826287	0.00739302	0.0432243	0.0315921	0.0101077	0.0438549	0.145604	0.263104	0.0356267	0.107403	0.384247	0.0640153	0.264668	0.186833	0.23464	0.313859	0.000173256	0.0109693	0.118566	0.665232	4.20506	0.7352197
4520	-5211.227	-5239.697	28.4703	0.2047562	0.0384294	0.0248048	0.0266268	0.0523821	0.0379448	0.043559	0.0654867	0.0228433	0.0108527	0.00635771	0.126982	0.0826594	0.0115977	0.000113954	0.0153233	0.00692993	0.00457807	0.0329554	0.0228547	0.0187234	0.028531	0.113518	0.268863	0.0433637	0.118058	0.392608	0.0635888	0.273878	0.195249	0.235164	0.295708	0.000209659	0.0122113	0.125528	0.680662	4.18139	0.6805356
4530	-5220.01	-5247.842	27.83183	0.2055023	0.0393702	0.0338331	0.017932	0.0516028	0.0381487	0.0531718	0.0704286	0.0284869	0.0086869	0.00177314	0.124032	0.0796171	0.012601	0.00431802	0.0217945	0.0102365	0.0152045	0.0373476	0.0279587	0.0136383	0.0542004	0.119932	0.305579	0.0454351	0.100443	0.364242	0.0643697	0.279145	0.209569	0.220627	0.290658	0.000215706	0.0124081	0.126599	0.682985	4.17779	0.7443829
4540	-5219.97	-5247.907	27.93665	0.1993379	0.0411379	0.0327742	0.0232916	0.0696878	0.04159	0.0529689	0.0718429	0.0239515	0.00759215	0.00588243	0.104735	0.0941371	0.0138845	0.0118137	0.00871002	0.0127283	0.00303237	0.0449529	0.0305464	0.0149451	0.0236961	0.108406	0.257019	0.0578903	0.0635408	0.435375	0.0777688	0.249144	0.193501	0.281598	0.275757	0.000169455	0.0108332	0.11778	0.663454	4.20776	0.7339007
4550	-5221.032	-5248.682	27.65012	0.2247368	0.0340614	0.0393591	0.0337928	0.0934589	0.0463083	0.0455858	0.0743581	0.0322727	0.00726486	0.0059435	0.127387	0.0610936	0.0203949	0.0094052	0.0063192	0.0107851	0.00459522	0.0520157	0.0211788	0.0122648	0.0247084	0.140412	0.261729	0.0439984	0.105502	0.403274	0.0450844	0.280641	0.1964	0.253131	0.269828	0.000420562	0.0180486	0.15439	0.739153	4.08799	0.7625537
4560	-5225.76	-5252.835	27.07483	0.2086847	0.0351633	0.0388613	0.0140675	0.0820969	0.0507838	0.0314206	0.0937103	0.0250666	0.00836673	0.00608158	0.139444	0.0721945	0.0135067	0.00870249	0.00514281	0.0230006	0.000679447	0.0582245	0.0338182	0.025597	0.0541541	0.103282	0.230476	0.0372792	0.0684032	0.49521	0.06535	0.288964	0.175538	0.261235	0.274263	0.000242963	0.0132662	0.131176	0.692768	4.16255	0.8200832
4570	-5212.654	-5240.832	28.17785	0.2016208	0.0321396	0.0323009	0.0243503	0.072198	0.0537176	0.0343295	0.0694272	0.0276543	0.00937527	0.00820415	0.129791	0.0625677	0.00820767	0.00429878	0.0086978	0.0164759	0.00124029	0.0342621	0.0380782	0.0171712	0.025294	0.138086	0.270917	0.0352167	0.076566	0.418191	0.0610239	0.287165	0.179665	0.237634	0.295536	0.000185618	0.0114029	0.121038	0.670778	4.1966	0.7097814
4580	-5212.727	-5240.484	27.7572	0.195814	0.0384759	0.0375124	0.0190157	0.0695942	0.0525672	0.035988	0.0608593	0.0259992	0.016301	0.00114011	0.13363	0.0787761	0.00882293	0.00804008	0.00528781	0.0137618	0.0102574	0.0420407	0.0469019	0.0144833	0.0323905	0.124446	0.274795	0.0459628	0.119071	0.376317	0.059409	0.266506	0.203603	0.231672	0.298218	0.000146612	0.00998522	0.112774	0.651936	4.22516	0.751846
4590	-5217.546	-5245.542	27.9953	0.1829026	0.0284661	0.0326473	0.0163571	0.0536578	0.0423812	0.0349543	0.0617651	0.0381388	0.0114636	0.00514578	0.107111	0.112018	0.0216429	0.00496764	0.0136434	0.0162873	0.00777508	0.0342523	0.0377423	0.0133717	0.0342473	0.109899	0.274284	0.0493859	0.104997	0.395425	0.0660093	0.267427	0.192801	0.231658	0.308114	8.22221e-05	0.00720741	0.0947382	0.607448	4.29052	0.7280356
4600	-5216.455	-5244.245	27.79063	0.2180149	0.0317494	0.0345375	0.0145904	0.0678954	0.0548753	0.0418055	0.0681489	0.0302811	0.0103287	0.00923866	0.144954	0.0727166	0.0221237	0.00496758	0.0102495	0.0101439	0.0124044	0.0367899	0.0216506	0.0195996	0.0294533	0.0984987	0.283408	0.0586145	0.108779	0.392055	0.0586446	0.291037	0.183294	0.222623	0.303046	0.000337543	0.0159554	0.144654	0.720314	4.11874	0.7485032
4610	-5219.159	-5246.119	26.95942	0.17525	0.02828	0.0524215	0.023922	0.0850515	0.0551268	0.0537309	0.087665	0.0192467	0.0108562	0.00664423	0.138729	0.100267	0.0183768	0.00368876	0.0124403	0.0103905	0.00736128	0.0582756	0.0168003	0.0177617	0.024587	0.105723	0.278886	0.0543248	0.0957646	0.402916	0.0623861	0.260767	0.201669	0.246759	0.290806	5.60528e-05	0.00580558	0.084356	0.579319	4.33046	0.8316237
4620	-5214.711	-5242.222	27.51044	0.1780694	0.0373854	0.0389843	0.028537	0.0698262	0.0623683	0.0460222	0.0688943	0.0234036	0.0106447	0.002526	0.143975	0.0930763	0.0113312	0.00315484	0.0193255	0.0138721	0.00116314	0.040222	0.0182575	0.0170648	0.026487	0.103517	0.311219	0.0265664	0.0956983	0.384687	0.0783116	0.270207	0.199686	0.225929	0.304178	6.47989e-05	0.00630097	0.088149	0.589839	4.31565	0.7765218
4630	-5224.571	-5251.428	26.85777	0.2265689	0.0503573	0.0408348	0.03148	0.0715373	0.0472184	0.0510242	0.0699562	0.0296363	0.022379	0.00441292	0.118048	0.106713	0.0178454	0.00665759	0.015319	0.00323914	0.0114627	0.0517868	0.0336528	0.0185945	0.0396342	0.128414	0.256268	0.0231064	0.11779	0.398916	0.0755052	0.279334	0.186858	0.238625	0.295182	0.000445526	0.018641	0.157044	0.744147	4.07972	0.8417886
4640	-5221.4	-5249.428	28.02838	0.1939368	0.0450307	0.0310316	0.0210783	0.0620912	0.0446165	0.0336983	0.0549504	0.0231719	0.00851368	0.0114805	0.125193	0.0780059	0.00527889	0.00140071	0.00808009	0.0216858	0.00420831	0.0584485	0.0262054	0.0223838	0.0381753	0.114364	0.321173	0.0425436	0.13443	0.327008	0.0604814	0.282113	0.199663	0.206498	0.311726	0.000135435	0.00954916	0.110119	0.645693	4.2345	0.7247283
4650	-5218.671	-5246.266	27.59557	0.2048431	0.0428911	0.0387816	0.0188332	0.0757643	0.049578	0.0499791	0.0921608	0.0296683	0.00843229	0.00804133	0.112674	0.0706372	0.0185823	0.0058432	0.013506	0.018346	0.00139472	0.0388877	0.0246985	0.0111345	0.0381753	0.096315	0.277003	0.0424968	0.11011	0.396574	0.0775	0.295642	0.187517	0.235627	0.281214	0.000210357	0.0122342	0.125653	0.680933	4.18097	0.7680093
4660	-5210.67	-5238.638	27.96824	0.1721009	0.0358835	0.0346555	0.0254505	0.0736088	0.0526924	0.0407621	0.0643003	0.0281892	0.0110806	0.00369333	0.109099	0.0768039	0.00783909	0.00210763	0.00652969	0.018346	0.00473947	0.0520652	0.0391991	0.0185936	0.0251033	0.119695	0.259629	0.0414857	0.100733	0.399339	0.0791179	0.288927	0.188412	0.241193	0.281469	4.74042e-05	0.00528114	0.0801686	0.567352	4.34715	0.7307421
4670	-5217.379	-5245.599	28.21918	0.184548	0.0358835	0.033385	0.0176658	0.0736088	0.0432509	0.0314129	0.074731	0.0189709	0.0139979	0.00145998	0.126038	0.0910703	0.00884194	0.0101019	0.0127111	0.0126494	0.00288892	0.031855	0.025152	0.00935037	0.0306223	0.137528	0.257094	0.0523414	0.0720372	0.419234	0.0617652	0.273231	0.189642	0.274613	0.262514	8.89113e-05	0.00753255	0.0970041	0.613321	4.28205	0.705648
4680	-5208.289	-5236.348	28.05957	0.2309057	0.0319984	0.0331974	0.0283061	0.0685367	0.0444394	0.041451	0.0633966	0.0206074	0.0126018	0.00729725	0.130874	0.0632677	0.0075601	0.00734081	0.00890078	0.013609	0.00330205	0.0432051	0.038926	0.0166349	0.0361566	0.118992	0.297352	0.038636	0.0914059	0.384272	0.0693422	0.262652	0.191984	0.246064	0.299299	0.000508823	0.0200802	0.163322	0.755735	4.06035	0.7216094
4690	-5208.624	-5236.905	28.28105	0.2053195	0.0305983	0.0383691	0.0230847	0.0529203	0.0439229	0.0335522	0.0714758	0.0292121	0.00620596	0.00384147	0.121864	0.0752958	0.0165492	0.00323652	0.00773135	0.0166296	0.00174966	0.0463711	0.0311079	0.0145908	0.0311529	0.141223	0.26348	0.0298091	0.0834874	0.421723	0.0602775	0.265463	0.192716	0.243038	0.298784	0.000214213	0.0123597	0.126337	0.682417	4.17867	0.6994611
4700	-5214.363	-5241.57	27.20636	0.2034412	0.0301488	0.0375458	0.018653	0.0892388	0.0493185	0.0525911	0.0788328	0.0331249	0.0105348	0.00529274	0.152351	0.0639066	0.0151751	0.00405195	0.0229073	0.0171589	0.00685791	0.0438882	0.0304758	0.0112943	0.0335821	0.110747	0.28446	0.0393035	0.0901352	0.395288	0.0800661	0.273034	0.189413	0.231009	0.306544	0.00019931	0.0118686	0.123643	0.676541	4.18775	0.8069304
4710	-5215.214	-5243.578	28.36363	0.1984743	0.0299244	0.0304811	0.0197183	0.0582343	0.0636614	0.0250643	0.0804704	0.0231543	0.0127906	0.00575318	0.1059	0.0616307	0.0114389	0.0021603	0.00641115	0.0124197	0.00632818	0.0555477	0.02454	0.0188802	0.0366947	0.111272	0.234774	0.0422002	0.117754	0.444766	0.0492351	0.274306	0.183745	0.24368	0.298269	0.000163625	0.0106218	0.116551	0.660655	4.21201	0.6912034
4720	-5214.788	-5242.325	27.53775	0.1973085	0.0253411	0.0482721	0.0185121	0.0719515	0.0527148	0.0381405	0.0666636	0.0310512	0.011072	0.00184855	0.118202	0.0918767	0.0239871	0.00211892	0.0114338	0.0108325	0.0151419	0.0424354	0.0254122	0.0191622	0.0476202	0.11877	0.236486	0.0390271	0.0992888	0.435909	0.070519	0.273327	0.199854	0.232829	0.293989	0.000155996	0.0103402	0.114893	0.656853	4.21776	0.7737908
4730	-5215.126	-5242.441	27.31407	0.2161324	0.0318581	0.0273714	0.0206033	0.088179	0.0523728	0.0452412	0.0823158	0.0253453	0.0149036	0.00327982	0.111197	0.0846501	0.0336942	0.00445658	0.0025046	0.0154892	0.00809878	0.0638099	0.0359922	0.015333	0.0294627	0.116954	0.272536	0.0400094	0.0876603	0.409689	0.0731517	0.275905	0.189011	0.24874	0.286344	0.000316602	0.0153923	0.141929	0.71489	4.12747	0.7961589
4740	-5208.814	-5237.723	28.90954	0.1779916	0.0285725	0.0349971	0.0196929	0.0692492	0.0441023	0.0380449	0.0507181	0.0291293	0.00932186	0.00295943	0.111935	0.0620507	0.0135047	0.00671668	0.00171235	0.00877062	0.00601052	0.0370327	0.0317976	0.0119324	0.0183616	0.108565	0.262846	0.0429809	0.105045	0.401192	0.07937	0.270879	0.185906	0.250002	0.293212	6.4544e-05	0.00628696	0.0880437	0.589551	4.31605	0.6366122
4750	-5220.42	-5248.358	27.93831	0.1998673	0.0401613	0.0337228	0.0234012	0.0617691	0.0470859	0.0298047	0.0612881	0.025992	0.012822	0.00395076	0.119898	0.0841083	0.0179058	0.00657666	0.00130322	0.0207128	0.00844966	0.0390203	0.0265759	0.0162766	0.0529094	0.127162	0.257947	0.0537104	0.0612297	0.424837	0.0751137	0.274479	0.190027	0.234267	0.301227	0.000173105	0.0109639	0.118535	0.665162	4.20517	0.7337347
4760	-5215.835	-5243.768	27.93283	0.2057062	0.0428004	0.0463095	0.0241003	0.0586266	0.0431924	0.0363319	0.0730254	0.0220885	0.0178287	0.00190468	0.0962008	0.0816408	0.0127262	0.0118001	0.00212433	0.0119068	0.00447742	0.0575971	0.0415929	0.0213428	0.026665	0.114031	0.259716	0.0321778	0.107999	0.411521	0.0745553	0.289872	0.18059	0.243991	0.285547	0.000217381	0.0124622	0.126892	0.683618	4.17681	0.7342827
4770	-5218.868	-5246.61	27.74166	0.1979919	0.0371395	0.0411628	0.0352622	0.0614375	0.0431338	0.0442934	0.0676935	0.0282122	0.0115528	0.00383224	0.118498	0.0757164	0.0118787	0.0227826	0.00776119	0.00973437	0.00412116	0.0419567	0.043524	0.0116843	0.0320224	0.0873917	0.252829	0.0417508	0.0929876	0.445874	0.0791669	0.295879	0.191263	0.23971	0.273147	0.000160435	0.0105048	0.115864	0.659085	4.21438	0.7533999
4780	-5217.115	-5244.504	27.38921	0.2166504	0.0397096	0.0319574	0.0265222	0.073909	0.0428577	0.0422254	0.0641529	0.0363912	0.0184098	0.00557664	0.141376	0.100166	0.0157962	0.0113211	0.006796	0.00681903	0.00317252	0.0421224	0.0360922	0.0112492	0.0320224	0.11646	0.253528	0.0409945	0.113953	0.402254	0.0728098	0.277075	0.186208	0.245615	0.291102	0.000322267	0.0155462	0.142679	0.716389	4.12506	0.7886448
4790	-5211.577	-5239.388	27.81013	0.2022453	0.0339476	0.0317092	0.0236994	0.065387	0.0456393	0.0543352	0.0690843	0.0214164	0.0110798	0.00431066	0.129776	0.0803266	0.0215707	0.0165605	0.00267884	0.0106681	0.00850589	0.0416871	0.0167031	0.0134143	0.0440526	0.110698	0.301598	0.0417442	0.0991954	0.391005	0.0557594	0.286122	0.19529	0.220383	0.298205	0.000190233	0.0115615	0.121931	0.672763	4.19355	0.7465527
4800	-5214.025	-5242.007	27.98212	0.2077429	0.0331811	0.0317675	0.0216261	0.066024	0.0470703	0.0405411	0.0651929	0.0254359	0.0110798	0.000951477	0.12109	0.0793643	0.0120842	0.00531405	0.000241695	0.0174016	0.0049668	0.0558535	0.0468723	0.0076296	0.0356659	0.104406	0.296817	0.0284911	0.0925687	0.389438	0.0882782	0.292277	0.179369	0.23139	0.296965	0.000234645	0.0130091	0.12982	0.689894	4.16704	0.7293542
4810	-5212.379	-5240.52	28.14144	0.2330308	0.0327429	0.039612	0.0227638	0.066024	0.0470703	0.0377422	0.0513529	0.0254743	0.00947379	0.00500233	0.109927	0.0754987	0.0133404	0.0144938	0.00733738	0.0122318	0.00968911	0.0544369	0.0180179	0.0167837	0.0444065	0.102152	0.277642	0.0347065	0.118373	0.390595	0.0765307	0.279677	0.187472	0.234546	0.298305	0.000542065	0.0208039	0.166396	0.761295	4.05096	0.7134217
4820	-5210.764	-5239.129	28.36534	0.1940109	0.0312752	0.0421995	0.0184648	0.063698	0.0389109	0.0383651	0.067799	0.0226327	0.011674	0.00106698	0.114177	0.0753601	0.0201937	0.0113549	0.00519532	0.0138203	0.00134675	0.0424721	0.0224391	0.0205658	0.0280204	0.0906419	0.295756	0.0580743	0.122745	0.358157	0.0746265	0.268761	0.204588	0.226845	0.299807	0.000135864	0.00956617	0.110224	0.645941	4.23413	0.6910316
4830	-5212.705	-5241.01	28.30483	0.2029773	0.0439478	0.034024	0.0205592	0.0789494	0.0466689	0.0354967	0.0689711	0.0215764	0.0140355	0.00636392	0.100576	0.066033	0.0259796	0.00996913	0.00373015	0.0138203	0.00190137	0.0392022	0.0186397	0.0152386	0.0313997	0.122858	0.297315	0.0415032	0.103181	0.378069	0.0570742	0.254766	0.193097	0.250256	0.301882	0.000195751	0.011749	0.122978	0.675079	4.19	0.6970827
4840	-5219.057	-5245.875	26.81739	0.1908424	0.0450778	0.0338379	0.0356156	0.0837177	0.0448729	0.0463306	0.107519	0.0335499	0.0103167	0.00507558	0.118385	0.101751	0.0174734	0.0147042	0.00146715	0.0142126	0.0131564	0.0515983	0.0178706	0.0186086	0.0306864	0.138925	0.274582	0.0427915	0.0898869	0.389147	0.0646678	0.26979	0.190349	0.245341	0.294519	0.000118436	0.00885422	0.105765	0.635237	4.25003	0.8458271
4850	-5214.411	-5242.068	27.65653	0.2145042	0.0397851	0.0333733	0.0270414	0.0595789	0.0531709	0.0431177	0.0557364	0.0393249	0.0134354	0.00351715	0.132883	0.0805446	0.0273863	0.0109881	0.00456978	0.0141736	0.00411131	0.0476816	0.0136621	0.0186086	0.0392226	0.0998195	0.305807	0.0456359	0.120076	0.353974	0.0746879	0.267048	0.212464	0.227475	0.293013	0.00029927	0.0149136	0.139575	0.710144	4.13507	0.7619125
4860	-5219.968	-5247.688	27.72002	0.2436382	0.046993	0.0371334	0.0235592	0.0628677	0.0396102	0.0413801	0.0755245	0.0231552	0.00813815	0.00716237	0.129482	0.0701332	0.0273863	0.00242182	0.007412	0.0134823	0.00822868	0.0572632	0.033975	0.0162436	0.0240122	0.123864	0.266155	0.048987	0.133937	0.370626	0.0564312	0.26268	0.172503	0.243788	0.321029	0.000731217	0.0245916	0.181683	0.78794	4.00505	0.7555636
4870	-5214.017	-5241.902	27.88501	0.2110742	0.0487	0.0382994	0.0155467	0.0669119	0.0551914	0.0315264	0.0639829	0.0372283	0.012182	0.00613112	0.109334	0.0800185	0.0259513	1.05457e-05	0.00539359	0.0112577	0.00297034	0.0454785	0.0250753	0.0146293	0.0432459	0.130706	0.260697	0.0435385	0.084984	0.405826	0.0742489	0.284451	0.186533	0.233938	0.295077	0.000265042	0.0139305	0.13462	0.699982	4.1512	0.7390649
4880	-5216.136	-5242.924	26.78741	0.1940757	0.0384415	0.0403552	0.0257437	0.0659606	0.0474605	0.0429978	0.0798465	0.0234628	0.0105568	0.00668593	0.162466	0.0806166	0.019378	0.0020257	0.0132907	0.015489	0.00752046	0.0650966	0.0419114	0.0122824	0.0472367	0.103365	0.322049	0.028317	0.0937665	0.389705	0.0627982	0.284313	0.197954	0.222961	0.294772	0.000136239	0.00958103	0.110315	0.646157	4.23381	0.848825
4890	-5219.951	-5247.904	27.95301	0.1833147	0.0399555	0.0295366	0.0253931	0.0684855	0.0434435	0.0391922	0.0641486	0.0192871	0.00653767	0.00525061	0.120182	0.0953383	0.0083146	0.00736275	0.00614049	0.0176978	0.00780478	0.0503694	0.0432846	0.00750969	0.0270305	0.130708	0.294807	0.0465689	0.0784738	0.375551	0.073891	0.261123	0.195627	0.24549	0.29776	8.38596e-05	0.00728805	0.0953046	0.608924	4.2884	0.7322649
4900	-5217.623	-5245.171	27.54727	0.2015407	0.0399555	0.0423762	0.0196356	0.0668961	0.0429566	0.0445244	0.0734468	0.0238251	0.0205342	0.00222028	0.123448	0.0986445	0.0173468	0.00722363	0.00383983	0.0225599	0.00513927	0.040479	0.0279348	0.00598866	0.0438643	0.136939	0.294993	0.0384561	0.0886801	0.364466	0.0764665	0.269887	0.188175	0.245709	0.29623	0.000185031	0.0113827	0.120923	0.670523	4.19699	0.7728391
4910	-5216.033	-5243.947	27.91422	0.2157308	0.0353525	0.043206	0.0196356	0.0701627	0.0463967	0.0346206	0.062583	0.0257937	0.0106327	0.00733341	0.110201	0.0730741	0.0125255	0.00215901	0.0108729	0.0172921	0.0234075	0.0568774	0.0287624	0.0126065	0.0326487	0.154433	0.321648	0.0350926	0.0938085	0.31924	0.0757779	0.261527	0.19772	0.226898	0.313855	0.000312261	0.0152735	0.141349	0.713724	4.12934	0.7361441
4920	-5210.685	-5237.944	27.25942	0.1952238	0.038732	0.0449331	0.0170118	0.0823784	0.0413396	0.0439531	0.0786335	0.0266177	0.0106327	0.00294564	0.141933	0.0842725	0.0173045	0.00275544	0.0135545	0.0101985	0.0175378	0.0519847	0.0352829	0.00836131	0.0312612	0.0986555	0.307329	0.035328	0.101105	0.386616	0.0709673	0.274211	0.196429	0.246335	0.283025	0.000143025	0.00984693	0.111938	0.649981	4.22809	0.8016236
4930	-5207.689	-5235.682	27.9921	0.194999	0.0289995	0.0413261	0.019303	0.0597946	0.0485234	0.0392724	0.0653931	0.0391239	0.0111516	0.00340758	0.128381	0.0629511	0.0141341	0.00275544	0.0104051	0.0155194	0.0172909	0.0500338	0.0298125	0.0067011	0.0340759	0.137008	0.275982	0.0374201	0.0978999	0.386464	0.0652265	0.266342	0.197597	0.239692	0.29637	0.000141677	0.00979457	0.11162	0.649235	4.22921	0.7283558
4940	-5214.466	-5241.828	27.3621	0.2236508	0.0365245	0.0396172	0.0267661	0.0749766	0.0691684	0.047484	0.0746426	0.0382482	0.0111516	0.00465674	0.105645	0.0833638	0.0227784	0.00453134	0.0147582	0.00885439	0.0195779	0.0428736	0.0292724	0.00742037	0.029044	0.102597	0.241055	0.0568015	0.0958047	0.445123	0.0586186	0.273818	0.195018	0.254306	0.276859	0.000406247	0.0177017	0.152817	0.736165	4.09291	0.7913558
4950	-5218.316	-5246.054	27.7373	0.2061858	0.0336903	0.0361342	0.0191243	0.081642	0.0579874	0.0307424	0.0842167	0.0357585	0.0133568	0.00103612	0.107466	0.0747376	0.0236178	0.00256361	0.00699632	0.00388558	0.019587	0.0447038	0.0250552	0.0195325	0.0320021	0.10533	0.249079	0.0334029	0.116293	0.424292	0.0716036	0.294618	0.181893	0.223503	0.299986	0.000221359	0.0125898	0.127581	0.685103	4.1745	0.7538359
4960	-5219.644	-5247.068	27.42399	0.2120114	0.0371138	0.0296364	0.0333268	0.0542787	0.0475932	0.0521855	0.067354	0.025911	0.0200494	0.00395916	0.155186	0.0850711	0.00785586	0.00621043	0.00829194	0.00491734	0.0207265	0.0528129	0.032185	0.0121314	0.028371	0.0958309	0.284419	0.0392475	0.100744	0.404715	0.0750438	0.273556	0.1869	0.25495	0.284594	0.000274092	0.0141957	0.135973	0.702781	4.14678	0.785167
4970	-5212.752	-5240.496	27.74389	0.172306	0.0273821	0.0296173	0.0230299	0.0784991	0.0388464	0.0383058	0.0822496	0.0251356	0.00925338	0.00280525	0.131541	0.0845447	0.0067733	0.000988197	0.00641921	0.0129462	0.020021	0.0561905	0.032185	0.0112153	0.0352285	0.124969	0.311759	0.0347516	0.106036	0.358342	0.0641432	0.278415	0.192216	0.245344	0.284025	4.79333e-05	0.00531437	0.0804397	0.568138	4.34606	0.7531769
4980	-5219.479	-5246.351	26.87144	0.1921897	0.0276385	0.0556848	0.0321352	0.0685911	0.069505	0.0457601	0.0662985	0.0323225	0.0105057	0.00573011	0.12964	0.0940203	0.0171177	0.00162651	0.00647562	0.00902395	0.0142578	0.0437394	0.0444511	0.0115967	0.0543012	0.125216	0.258003	0.0415337	0.096256	0.404104	0.0748875	0.276875	0.194387	0.234118	0.294621	0.000125625	0.00915313	0.107657	0.639815	4.24325	0.840422
