Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	sr[5]	TL
3470	-5213.396	-5241.464	28.06785	0.2272882	0.0419252	0.0383738	0.0214725	0.0661544	0.0550259	0.0399982	0.0711788	0.020308	0.0164029	0.00434962	0.110914	0.0822914	0.01014	0.00131124	0.000208744	0.019062	0.00511991	0.0518543	0.0204527	0.0142733	0.0299639	0.1441	0.270484	0.044998	0.0900134	0.394086	0.056319	0.267115	0.1903	0.244252	0.298332	0.000455612	0.0188762	0.158086	0.746091	4.07649	0.7207806
3480	-5214.003	-5241.815	27.81127	0.2166431	0.0398728	0.0337631	0.0250385	0.0724161	0.0518888	0.0444514	0.0699732	0.0231344	0.0131223	0.00545514	0.112306	0.0582228	0.00519407	0.00594157	0.00497692	0.0161436	0.00501071	0.0527645	0.0460529	0.0203156	0.0403945	0.121959	0.289236	0.0446488	0.084002	0.381996	0.0781577	0.273365	0.188969	0.22955	0.308115	0.000322187	0.015544	0.142668	0.716368	4.1251	0.7464392
3490	-5214.893	-5242.694	27.801	0.1877768	0.0488171	0.0378224	0.0244751	0.062077	0.0518888	0.0310832	0.0746565	0.0272393	0.0111863	0.00245659	0.140907	0.0694215	0.00119483	0.00319411	0.00425573	0.015379	0.00193251	0.0374773	0.0390638	0.0231484	0.0397891	0.100674	0.28211	0.0478273	0.101075	0.3965	0.071814	0.283026	0.201166	0.225353	0.290456	0.000103248	0.0081951	0.101481	0.624672	4.26555	0.7474658
3500	-5227.921	-5254.376	26.45473	0.1995135	0.0258495	0.0447727	0.0337549	0.0756179	0.0493817	0.0480887	0.086358	0.0175574	0.0219405	0.00384159	0.155823	0.0804391	0.000518913	0.0067848	0.00541196	0.0240779	0.00403237	0.0615274	0.0630231	0.0270519	0.0462394	0.111074	0.30237	0.0410101	0.0947219	0.375332	0.0754921	0.278715	0.190683	0.232112	0.29849	0.00017066	0.0108765	0.11803	0.664021	4.2069	0.8820932
3510	-5214.08	-5241.89	27.81029	0.2158981	0.0321741	0.0325895	0.0161175	0.0729713	0.0525206	0.0314294	0.070964	0.0232273	0.013909	0.00328114	0.133927	0.0784405	0.0109284	0.0127801	0.00334359	0.0258198	0.00620422	0.0404024	0.0376454	0.0196963	0.0281659	0.122939	0.255788	0.037295	0.0858641	0.433104	0.0650098	0.268586	0.18703	0.246748	0.297636	0.000314065	0.0153229	0.141591	0.71421	4.12856	0.7465368
3520	-5215.593	-5243.646	28.05323	0.2048663	0.0382474	0.0311735	0.0193299	0.0689932	0.0497218	0.0328715	0.0664126	0.0363117	0.00718129	0.00501394	0.10913	0.0846839	0.0123763	0.00606059	0.00265186	0.0133824	0.00757985	0.050356	0.016749	0.0299653	0.0340513	0.113145	0.266414	0.0318506	0.0807503	0.441722	0.0661182	0.26504	0.197919	0.249142	0.287899	0.000210543	0.0122403	0.125686	0.681006	4.18086	0.7222434
3530	-5217.754	-5245.812	28.05829	0.2166207	0.0208537	0.0383308	0.0218553	0.078954	0.0468094	0.0318482	0.0779944	0.0307482	0.0136223	0.00291098	0.118507	0.0770204	0.0152259	0.0016308	0.00941053	0.0156404	0.00779477	0.0495634	0.0202994	0.0064376	0.0362803	0.120917	0.291139	0.0279264	0.0953571	0.389007	0.0756534	0.277922	0.182342	0.246039	0.293696	0.00032194	0.0155374	0.142636	0.716303	4.1252	0.7217372
3540	-5216.852	-5244.563	27.71105	0.2340301	0.0335784	0.0346705	0.0225295	0.0840749	0.0526101	0.0433797	0.0846056	0.0281101	0.0100448	0.0042551	0.118649	0.0765013	0.00876042	0.0113348	0.0125202	0.00979123	0.00667621	0.0466183	0.0247125	0.0104212	0.0326171	0.149163	0.296102	0.0221442	0.0904772	0.376578	0.0655361	0.249214	0.185315	0.248117	0.317354	0.000558215	0.0211483	0.16784	0.763884	4.04657	0.756461
3550	-5222.714	-5249.912	27.19839	0.1827803	0.0459867	0.0398726	0.0190172	0.0843207	0.0583543	0.0492233	0.0719105	0.0176535	0.00923814	0.0110055	0.115288	0.0900438	0.0182447	0.00303172	0.00571254	0.0194094	0.00444235	0.0567112	0.0273922	0.0231132	0.0377549	0.155197	0.270308	0.0185682	0.114496	0.391275	0.0501563	0.273256	0.189358	0.239673	0.297713	8.17408e-05	0.00718357	0.0945701	0.607008	4.29116	0.8077268
3560	-5214.625	-5242.611	27.98587	0.191819	0.0302895	0.0467399	0.0272294	0.0650056	0.0414871	0.0413201	0.0720322	0.0317789	0.0097977	0.00610894	0.121405	0.070104	0.0118396	0.00737385	0.0133839	0.0139114	0.00365875	0.0442456	0.0231434	0.0191457	0.0289787	0.148581	0.296752	0.0278187	0.135028	0.339493	0.0523276	0.269941	0.190616	0.232095	0.307348	0.000123615	0.00907031	0.107136	0.638559	4.24511	0.7289791
3570	-5217.139	-5245.03	27.89168	0.2197039	0.0335136	0.0340594	0.0357823	0.0748104	0.0393656	0.0333535	0.058678	0.0369562	0.0124917	0.00250081	0.118604	0.0752337	0.0186754	0.00351461	0.00999155	0.011231	0.0173124	0.0426955	0.0324874	0.0154745	0.0316666	0.0975751	0.317306	0.0457526	0.0786231	0.39514	0.0656027	0.271461	0.204216	0.227429	0.296894	0.000357171	0.0164692	0.147099	0.725125	4.11095	0.7383977
3580	-5217.236	-5244.599	27.36303	0.182125	0.0442833	0.0389372	0.0277878	0.0855451	0.0564011	0.0469816	0.0640675	0.0253635	0.010129	0.00671442	0.128766	0.0772275	0.0202865	0.0109774	0.00236367	0.011467	0.000560278	0.069392	0.0220219	0.0092032	0.0327868	0.111173	0.322934	0.0366969	0.0725471	0.367624	0.0890254	0.261778	0.200334	0.232759	0.305128	7.91991e-05	0.00705667	0.0936711	0.60465	4.29454	0.7912626
3590	-5214.293	-5242.082	27.78953	0.1976168	0.0444364	0.0312926	0.0218571	0.0586316	0.0604158	0.0335713	0.0634719	0.0337941	0.00990722	0.0034813	0.13962	0.0686055	0.00365632	0.00255505	0.0206704	0.0178888	0.00271701	0.0511024	0.0332508	0.0204033	0.0272841	0.105416	0.273553	0.0381327	0.107548	0.392973	0.0823773	0.27399	0.200566	0.236519	0.288925	0.000157987	0.0104143	0.115331	0.657861	4.21624	0.7486133
3600	-5221.195	-5248.41	27.21465	0.2453167	0.0310234	0.0398837	0.0370332	0.0707218	0.0506197	0.0433247	0.0858247	0.0247604	0.0130719	0.0049658	0.120829	0.0766797	0.0059753	0.00397933	0.024271	0.0182868	0.00605601	0.0416291	0.0541464	0.0189515	0.0340677	0.109968	0.274637	0.0460225	0.122032	0.405063	0.0422778	0.276782	0.181113	0.249293	0.292812	0.000764862	0.0252168	0.184091	0.791992	3.99794	0.806101
3610	-5215.489	-5243.499	28.01007	0.2005752	0.030478	0.0392799	0.0135472	0.0653519	0.0562706	0.0292223	0.0858247	0.0210973	0.00772596	0.00902982	0.124199	0.0868954	0.0127998	0.00397933	0.00875851	0.0106851	0.00760954	0.0368622	0.0279141	0.0212045	0.0278236	0.116055	0.278124	0.0495747	0.116499	0.394559	0.0451893	0.26397	0.178908	0.238346	0.318776	0.000178078	0.01114	0.119544	0.667437	4.2017	0.7265588
3620	-5214.959	-5243.084	28.12477	0.2478132	0.0335247	0.0336685	0.018293	0.0807387	0.0523531	0.0359639	0.0746301	0.0288904	0.00938619	0.00268111	0.109173	0.0722091	0.0122646	0.00397933	0.00683167	0.00521393	0.00496872	0.0477168	0.0299755	0.0180974	0.0345285	0.143198	0.253307	0.0553604	0.0840529	0.408004	0.0560782	0.252439	0.181634	0.274887	0.29104	0.000816864	0.0261595	0.187666	0.797939	3.98742	0.7150886
3630	-5211.333	-5239.633	28.29944	0.2188347	0.0332751	0.0263338	0.0268092	0.0664675	0.049062	0.0333358	0.0692109	0.0286661	0.014346	0.00119835	0.113665	0.0687668	0.0142063	0.00239901	0.0118022	0.0127064	0.00389256	0.0413857	0.0196303	0.0112513	0.0492112	0.116103	0.281333	0.0474189	0.102706	0.390084	0.0623547	0.268545	0.188909	0.236993	0.305554	0.000346969	0.0162038	0.145841	0.722656	4.11495	0.6976218
3640	-5216.759	-5245.163	28.40385	0.1622851	0.0358675	0.0360246	0.0161684	0.0547775	0.0443628	0.033041	0.0687824	0.0282547	0.0129941	0.00274988	0.111611	0.0804414	0.0110558	0.00841084	0.00169568	0.0127064	0.00679617	0.0386884	0.0334265	0.0197273	0.0295986	0.118502	0.246444	0.0446077	0.106326	0.409665	0.0744555	0.275262	0.210107	0.223389	0.291243	2.69645e-05	0.0038386	0.0675	0.528552	4.40008	0.6871807
3650	-5219.517	-5247.439	27.92146	0.1880416	0.0264501	0.0397916	0.0284165	0.0654731	0.0401531	0.0410605	0.0703674	0.024503	0.0107102	0.00529378	0.117965	0.0790514	0.0118458	0.00891069	0.00703724	0.0208453	0.00381116	0.0516328	0.0269487	0.0279691	0.0271834	0.116622	0.266556	0.051806	0.10441	0.40879	0.0518154	0.261248	0.199674	0.260646	0.278432	0.000104497	0.00825087	0.10185	0.625593	4.2642	0.7354202
3660	-5220.901	-5248.086	27.18505	0.2189278	0.0325893	0.0293113	0.0325938	0.0716854	0.0401487	0.0398787	0.0788354	0.0305802	0.0108205	0.00541655	0.129967	0.0990255	0.0226872	0.0127504	0.00633935	0.017535	0.0176723	0.0347331	0.0309489	0.0107363	0.054806	0.134734	0.236499	0.05215	0.0918141	0.414037	0.0707656	0.280847	0.182389	0.23616	0.300604	0.000348052	0.0162321	0.145976	0.722921	4.11452	0.8090609
3670	-5217.926	-5244.789	26.863	0.2149419	0.0306155	0.0385946	0.0235929	0.084203	0.0536575	0.0741399	0.0789563	0.0293161	0.0123093	0.00806794	0.122871	0.0893255	0.01844	0.0038342	0.00382687	0.00855579	0.00889852	0.0526104	0.0279893	0.0107855	0.0606757	0.124042	0.266652	0.0373716	0.0741309	0.4358	0.0620036	0.270467	0.188883	0.240952	0.299697	0.000303859	0.0150415	0.140207	0.711425	4.13302	0.8412664
3680	-5210.516	-5238.516	27.99983	0.1940894	0.0413128	0.0264057	0.0146584	0.0716624	0.0476928	0.0375101	0.0683344	0.022791	0.0123011	0.00223503	0.121044	0.0798703	0.0114097	0.00418251	0.00122483	0.0154819	0.00631354	0.0532393	0.0388822	0.0208327	0.0301979	0.118059	0.30469	0.0478321	0.0892586	0.388713	0.0514472	0.263009	0.188711	0.244958	0.303322	0.000136319	0.0095842	0.110335	0.646203	4.23374	0.7275832
3690	-5209.592	-5238.011	28.41832	0.19663	0.0292095	0.0300471	0.0189744	0.0642729	0.0537165	0.0403809	0.0809143	0.0300174	0.00893036	0.00321664	0.10217	0.0737645	0.0154714	0.00457909	0.00115755	0.0109541	0.01036	0.0406346	0.0153408	0.0162305	0.0353909	0.117712	0.283775	0.0630953	0.0837324	0.396689	0.0549961	0.263419	0.187447	0.24534	0.303795	0.000151681	0.0101782	0.11393	0.654626	4.22111	0.6857339
3700	-5211.875	-5240.522	28.64664	0.2001643	0.0390198	0.0293204	0.0225888	0.0534843	0.0320736	0.0408378	0.0759703	0.0259231	0.00891532	0.00592386	0.10222	0.0646799	0.0141043	0.00528717	0.00144069	0.0132745	0.0101099	0.0351707	0.0288058	0.0194657	0.034287	0.134182	0.271923	0.0390632	0.065799	0.398302	0.0907317	0.274161	0.189637	0.243005	0.293197	0.000175178	0.0110376	0.118958	0.666118	4.20371	0.6629022
3710	-5220.623	-5248.262	27.63896	0.1975055	0.0504814	0.042487	0.0225888	0.0757933	0.056728	0.0405759	0.0890178	0.026927	0.00891532	0.0054373	0.113324	0.0733993	0.02154	0.00703574	0.000898752	0.0160442	0.00496632	0.0493459	0.0172535	0.01178	0.0291299	0.124945	0.327376	0.0610988	0.0996974	0.339964	0.0469202	0.277063	0.191519	0.24089	0.290528	0.000157266	0.0103875	0.115173	0.657497	4.21678	0.7636697
3720	-5222.58	-5250.492	27.9114	0.2076475	0.038693	0.0355488	0.0189298	0.0665728	0.07688	0.0307877	0.0568669	0.0218952	0.0072402	0.00312265	0.115536	0.0686671	0.0210039	0.00401118	0.000910399	0.0195461	0.00106629	0.0716842	0.0300546	0.0184766	0.0289324	0.131708	0.287974	0.0452908	0.078601	0.394597	0.0618286	0.279844	0.195637	0.221184	0.303335	0.000233815	0.0129832	0.129683	0.689602	4.1675	0.736426
3730	-5223.095	-5249.928	26.83259	0.1986282	0.0323878	0.0292546	0.0272254	0.0749904	0.0610321	0.0551476	0.098674	0.0432841	0.00869894	0.00497	0.118907	0.0780663	0.0254899	0.0188654	0.00981971	0.0119642	0.00114248	0.0491417	0.0474367	0.00841598	0.0393929	0.117691	0.262451	0.0608682	0.0839176	0.403903	0.0711688	0.267642	0.190907	0.251343	0.290109	0.000164653	0.0106593	0.116769	0.661155	4.21125	0.8443072
3740	-5218.622	-5246.112	27.48991	0.1820665	0.0329934	0.0315515	0.0268439	0.0731261	0.0484278	0.0409517	0.065954	0.0410646	0.0121123	0.00131928	0.145682	0.075723	0.0114488	0.0205974	0.00534072	0.00837271	0.00172874	0.0436237	0.0493424	0.0175722	0.0247985	0.108143	0.319434	0.050769	0.0989716	0.371042	0.0516403	0.264648	0.190173	0.241082	0.304097	7.89752e-05	0.00704541	0.0935909	0.604439	4.29485	0.7785748
3750	-5214.291	-5242.747	28.45546	0.2092633	0.0234302	0.0265721	0.0154395	0.0574868	0.0511373	0.0400517	0.0690806	0.0230221	0.0115805	0.00474703	0.113269	0.0783682	0.00553179	0.00673111	0.0178706	0.00944252	0.00167031	0.0488251	0.0241813	0.00890848	0.0446737	0.120577	0.305972	0.0492476	0.0970473	0.357618	0.0695387	0.272675	0.190719	0.226777	0.309829	0.00024818	0.0134255	0.132009	0.694525	4.15979	0.6820199
3760	-5212.751	-5240.595	27.8442	0.2026726	0.030238	0.0406925	0.025904	0.0680836	0.0414896	0.0401826	0.0747965	0.0338023	0.0161485	0.0055497	0.132334	0.0809152	0.0203724	0.0101405	0.0104131	0.0133324	0.00464629	0.0438086	0.0177641	0.00790945	0.0246223	0.104669	0.272915	0.0491712	0.121307	0.395737	0.0562005	0.281471	0.177492	0.247019	0.294019	0.00019344	0.0116708	0.122542	0.674116	4.19148	0.7431457
3770	-5216.738	-5245.069	28.33037	0.2155423	0.030238	0.0445657	0.0228872	0.0552093	0.0293127	0.0358662	0.0725707	0.0340841	0.00676238	0.00707075	0.116687	0.0715378	0.0185098	0.0123123	0.0104131	0.00855685	0.00114713	0.0483114	0.0200281	0.0186232	0.0298349	0.116042	0.294291	0.0513173	0.10742	0.353758	0.0771719	0.277352	0.17632	0.236515	0.309812	0.000310239	0.0152179	0.141076	0.713176	4.13022	0.6945287
3780	-5221.022	-5247.88	26.85727	0.2288309	0.0384008	0.0351448	0.0251191	0.0960393	0.0518132	0.0404643	0.0991349	0.0287442	0.0119292	0.00541736	0.146253	0.0912206	0.01793	0.00557868	0.0109473	0.0287603	0.00162231	0.0336991	0.035296	0.0146894	0.023635	0.147815	0.292295	0.0236468	0.106634	0.376047	0.0535621	0.267979	0.187911	0.232944	0.311167	0.000477792	0.0193853	0.160319	0.750231	4.06959	0.8418387
3790	-5221.017	-5248.455	27.43826	0.2003327	0.0403826	0.0496331	0.0240785	0.057909	0.047186	0.0545607	0.0543917	0.0287442	0.0077414	0.002613	0.148715	0.0792626	0.00372893	0.00596567	0.00985131	0.00638256	0.0134164	0.0575944	0.0477689	0.0214225	0.0223908	0.134484	0.28353	0.0444587	0.0996394	0.375547	0.0623405	0.283341	0.19395	0.227944	0.294766	0.000176363	0.0110795	0.119198	0.666659	4.20289	0.7837397
3800	-5217.169	-5245.576	28.40664	0.2103583	0.0307427	0.0322233	0.0344795	0.060036	0.0507745	0.0358945	0.0715489	0.0156961	0.0055766	0.00667612	0.126241	0.0709613	0.00295196	0.00551938	0.00686696	0.0101389	0.0135124	0.0397687	0.033434	0.0107117	0.0231471	0.098632	0.272457	0.0475954	0.0997173	0.402247	0.0793523	0.274744	0.195268	0.250397	0.279591	0.000258279	0.0137297	0.133588	0.697833	4.15459	0.6869019
3810	-5212.597	-5240.78	28.18284	0.1989611	0.0337875	0.0359297	0.0188215	0.055641	0.0453772	0.0387139	0.0671009	0.0250909	0.0109494	0.00903882	0.126099	0.0687181	0.0150923	0.00658039	0.00926306	0.0044216	0.00320518	0.0503905	0.0266061	0.018443	0.0400115	0.128851	0.280963	0.0523526	0.0859168	0.370849	0.0810672	0.277124	0.196504	0.248349	0.278023	0.000166893	0.0107407	0.117243	0.662235	4.20961	0.7092821
3820	-5218.986	-5246.69	27.70407	0.1954107	0.0323708	0.0337844	0.0333826	0.076959	0.0496412	0.0476507	0.102151	0.0236697	0.00427553	0.00344368	0.108683	0.0806413	0.0119704	0.0072179	0.00556796	0.0136387	0.00634489	0.0564336	0.0229938	0.00889797	0.0274419	0.124791	0.247437	0.0295703	0.0761789	0.435005	0.0870185	0.279933	0.191308	0.233692	0.295067	0.000144153	0.0098906	0.112203	0.650601	4.22716	0.7571592
3830	-5217.974	-5245.721	27.7475	0.2405151	0.0350692	0.0280576	0.0292036	0.0798578	0.0535581	0.0371399	0.0706631	0.0292822	0.00533344	0.0115515	0.115849	0.0849392	0.0175141	0.0045493	0.0144927	0.0133752	0.00611145	0.0350585	0.0324985	0.0136281	0.0350831	0.144194	0.24432	0.0443139	0.0826387	0.390248	0.0942853	0.262056	0.198349	0.247353	0.292242	0.000671378	0.0234467	0.177193	0.780283	4.01841	0.7528156
3840	-5212.379	-5239.784	27.40502	0.2562565	0.0353577	0.0451916	0.0195729	0.0780234	0.0429649	0.0334482	0.089692	0.029116	0.013941	0.00629894	0.119046	0.0886828	0.0167731	0.00555291	0.00821117	0.013024	0.00116525	0.0561158	0.0331283	0.0161745	0.0355838	0.10538	0.303216	0.0488102	0.101132	0.36774	0.0737209	0.277293	0.194315	0.237278	0.291114	0.00101071	0.0294557	0.199688	0.817362	3.95248	0.7870641
3850	-5213.711	-5241.277	27.56576	0.2102515	0.0405643	0.0303074	0.0213012	0.0680256	0.0559284	0.0394654	0.0578193	0.0271541	0.0123959	0.00564386	0.142012	0.0781928	0.020216	0.00410595	0.0159013	0.026421	0.00620645	0.0467722	0.0275566	0.0134921	0.0315079	0.0970268	0.286892	0.0504549	0.10767	0.394179	0.0637774	0.294824	0.190101	0.237683	0.277392	0.000257281	0.0136999	0.133434	0.697511	4.1551	0.7709902
3860	-5209.559	-5238.39	28.83107	0.2007578	0.0248234	0.0246055	0.0227895	0.0746215	0.0446904	0.0287222	0.0662545	0.0238451	0.00609545	0.00487654	0.114717	0.0632447	0.0126938	0.00341854	0.00928519	0.01321	0.00311452	0.0457138	0.0235275	0.0119742	0.0222346	0.116102	0.263076	0.0478062	0.111322	0.404283	0.0574111	0.285864	0.18634	0.236695	0.2911	0.000179378	0.0111857	0.119805	0.668022	4.20081	0.6444586
3870	-5213.78	-5241.453	27.67367	0.1928768	0.0486698	0.0400996	0.0227895	0.0587102	0.0540713	0.0275473	0.0696178	0.0272104	0.0135515	0.00411527	0.149303	0.0678142	0.0101368	0.0047308	0.0113586	0.0121167	0.0014022	0.0414819	0.0402745	0.024512	0.0306857	0.1136	0.253072	0.0497613	0.118498	0.395355	0.0697148	0.278728	0.196237	0.235851	0.289184	0.000129417	0.00930775	0.108625	0.642134	4.2398	0.7601988
3880	-5217.515	-5245.303	27.78743	0.1869402	0.0401946	0.0333219	0.0205523	0.0566501	0.0464849	0.0361736	0.0566872	0.0278287	0.00895332	0.00222967	0.137598	0.102102	0.0169186	0.00969889	0.0139652	0.0151829	0.0017138	0.0615258	0.0196027	0.0177792	0.0236595	0.106193	0.271172	0.0416138	0.0796392	0.415866	0.0855164	0.295598	0.175614	0.233846	0.294942	9.93745e-05	0.00802032	0.100317	0.621754	4.26981	0.7488228
3890	-5219.638	-5247.031	27.39282	0.1796581	0.0339457	0.0492235	0.0208997	0.0793488	0.0464849	0.0421844	0.0737083	0.0277683	0.0100222	0.0085489	0.132563	0.0840233	0.00687147	5.68717e-05	0.0116947	0.020058	0.000492213	0.0509748	0.0198372	0.024169	0.0454081	0.128456	0.271418	0.0298832	0.105402	0.372796	0.0920444	0.287712	0.200728	0.231036	0.280524	7.01741e-05	0.00659092	0.0903032	0.595685	4.30735	0.7882837
3900	-5210.014	-5238.203	28.18956	0.2194335	0.030383	0.0304877	0.0261578	0.0771926	0.0504344	0.0421743	0.0638574	0.0306237	0.0086527	0.0021422	0.120613	0.0757984	0.00765159	0.00415322	0.00995968	0.00756663	0.00587751	0.0413853	0.0361594	0.0109809	0.0263595	0.125524	0.282502	0.035692	0.0955215	0.403166	0.0575947	0.263191	0.194931	0.246275	0.295602	0.000353975	0.0163864	0.146708	0.724359	4.11219	0.7086104
3910	-5215.842	-5243.97	28.1285	0.1897655	0.0339796	0.0385096	0.0227386	0.0651029	0.0484121	0.0381078	0.064093	0.0363201	0.0175658	0.00486685	0.111224	0.0594735	0.00934569	0.00397801	0.0149904	0.0140094	0.00765529	0.0467647	0.0370355	0.0071849	0.0333586	0.128434	0.309992	0.0324204	0.0774977	0.376262	0.0753948	0.262402	0.191873	0.233445	0.31228	0.000112919	0.00861934	0.104257	0.631549	4.25546	0.7147164
3920	-5213.389	-5241.108	27.71872	0.2341954	0.0357169	0.0411872	0.0278563	0.0676045	0.0514491	0.0388021	0.0737911	0.0310864	0.0116401	0.00380216	0.118686	0.0737633	0.00582158	0.00521687	0.0122807	0.00812353	0.00411112	0.0672485	0.0391239	0.012853	0.0255302	0.11989	0.281699	0.0378766	0.0769682	0.414308	0.0692577	0.28163	0.189632	0.252473	0.276264	0.00056092	0.0212056	0.168079	0.764311	4.04584	0.7556941
3930	-5229.305	-5256.173	26.8678	0.2521693	0.0346175	0.0414085	0.0340699	0.0962915	0.05504	0.0550668	0.0524349	0.0320305	0.00939401	0.00849259	0.11787	0.1198	0.0215869	0.00231594	0.0089913	0.0114473	0.00519264	0.0495003	0.0275253	0.0273898	0.0303204	0.105629	0.262608	0.0355855	0.123191	0.406784	0.0662022	0.297292	0.187499	0.24247	0.272738	0.000913349	0.0278396	0.193883	0.808091	3.96927	0.840786
3940	-5215.536	-5242.797	27.26113	0.2059857	0.0455056	0.0368017	0.0327341	0.074368	0.0573977	0.0458428	0.0694743	0.0237337	0.0171197	0.00312037	0.11248	0.0932046	0.0203805	0.00824807	0.0129219	0.0215493	0.00505491	0.0400763	0.0359199	0.0113597	0.0341601	0.122181	0.283986	0.0365604	0.10121	0.368739	0.0873237	0.278933	0.189823	0.240118	0.291127	0.000219693	0.0125365	0.127293	0.684484	4.17547	0.8014528
3950	-5218.506	-5245.538	27.03149	0.202942	0.0450565	0.0367929	0.0250468	0.0857324	0.0535671	0.0351561	0.0813225	0.0249355	0.0118473	0.00703105	0.114797	0.109708	0.0172498	0.00899994	0.01312	0.00861731	0.00162637	0.0437464	0.0328503	0.0132661	0.0539474	0.105547	0.227345	0.0400815	0.135907	0.429611	0.0615071	0.282581	0.178887	0.242309	0.296223	0.000195482	0.0117399	0.122928	0.674967	4.19017	0.8244169
3960	-5215.881	-5244.117	28.23636	0.2348898	0.0329638	0.032772	0.013896	0.0791752	0.0531284	0.0319898	0.0613036	0.0269583	0.00830714	0.00347635	0.10255	0.0736215	0.0219486	0.00899994	0.00947076	0.0118687	0.00104391	0.0425429	0.0256771	0.021936	0.0402998	0.141339	0.342558	0.0396377	0.0905726	0.322722	0.0631704	0.256454	0.200391	0.24599	0.297165	0.00057238	0.0214467	0.169082	0.766098	4.0428	0.7039303
3970	-5219.162	-5246.68	27.51792	0.2093529	0.0370511	0.0453849	0.0215072	0.0594125	0.0550835	0.0477441	0.0884733	0.02295	0.0110881	0.00272788	0.121908	0.101184	0.00656629	0.00654967	0.00366175	0.0173503	0.00736606	0.0404335	0.034545	0.01012	0.0346677	0.0953534	0.230992	0.0529133	0.093129	0.45455	0.0730622	0.255711	0.197065	0.239156	0.308069	0.000248995	0.0134503	0.132138	0.694797	4.15937	0.7757743
3980	-5218.399	-5245.744	27.34497	0.2303563	0.0419976	0.0401607	0.0233399	0.0743433	0.0450569	0.0297232	0.0635243	0.0460019	0.0144927	0.00418128	0.141783	0.106634	0.0192557	0.0057312	0.00736578	0.010377	0.0014005	0.0457856	0.0265009	0.0127586	0.0326557	0.111822	0.257297	0.0493905	0.0990163	0.392961	0.0895137	0.256368	0.195776	0.249756	0.2981	0.00050047	0.019895	0.162527	0.754285	4.06279	0.7930691
3990	-5214.934	-5242.81	27.87585	0.211823	0.0341142	0.0493279	0.0187242	0.0689305	0.0614241	0.0277627	0.0775546	0.0327567	0.00740499	0.0036806	0.126491	0.0747682	0.0206426	0.00743357	0.00958185	0.0115915	0.0004528	0.0365776	0.0298112	0.0107619	0.0301885	0.112337	0.252194	0.0459344	0.104868	0.407555	0.077111	0.282976	0.20532	0.21486	0.296845	0.000272255	0.0141422	0.135701	0.70222	4.14766	0.7399808
4000	-5218.421	-5247.128	28.70767	0.174321	0.0392043	0.0296682	0.0177297	0.0563775	0.049328	0.0256044	0.0604234	0.0173857	0.012933	0.00988027	0.120439	0.0684547	0.0169728	0.00374486	0.00921194	0.0125655	0.00408625	0.0321952	0.0119191	0.020267	0.0384081	0.102935	0.333633	0.0424099	0.0983075	0.357985	0.0647294	0.280778	0.189199	0.218013	0.31201	5.33825e-05	0.0056477	0.0831151	0.575813	4.33537	0.6567989
