Gen	t_n5	t_n6	t_n7	mu1	mu2	mu3	mu4	mu5	sigma2_1	sigma2_2	sigma2_3	sigma2_4	sigma2_5	lnL
70120	0.3663081	0.0607560	0.0745800	0.0718764	0.0735851	0.0483481	0.0626611	0.0579929	0.0311524	0.0650065	0.0105713	0.0097070	0.0247516	-255122.358
70125	0.3908386	0.0599950	0.0786560	0.0698218	0.0814312	0.0539363	0.0597527	0.0577505	0.0645947	0.0650065	0.0033271	0.0083180	0.0820752	-255122.363
70130	0.3631296	0.0609153	0.0808983	0.0715864	0.0627160	0.0555845	0.0588771	0.0583128	0.0645947	0.0650065	0.0071127	0.0333038	0.1083364	-255119.740
70135	0.3041888	0.0529987	0.0649862	0.0795810	0.0854426	0.0580365	0.0721553	0.0790702	0.0645947	0.0333794	0.0051503	0.0215344	0.0360371	-255123.638
70140	0.3414671	0.0556738	0.0726947	0.0659667	0.0765180	0.0519745	0.0597440	0.0580443	0.0320062	0.0045235	0.0040334	0.0034120	0.0360371	-255125.998
70145	0.3156230	0.0550638	0.0700698	0.0720361	0.0835582	0.0576596	0.0705774	0.0690993	0.0284963	0.0056683	0.0052415	0.0061760	0.0360371	-255124.559
70150	0.2673158	0.0502823	0.0639853	0.0756810	0.0915040	0.0648135	0.0656336	0.0756701	0.0378158	0.0056683	0.0151394	0.0531482	0.0132361	-255123.493
70155	0.3272883	0.0579613	0.0794440	0.0779588	0.0765250	0.0586266	0.0644198	0.0564822	0.0456459	0.0238073	0.0385544	0.0195061	0.0404062	-255122.069
70160	0.2972613	0.0501424	0.0686242	0.0751851	0.0824988	0.0632033	0.0650986	0.0689102	0.0641032	0.0130423	0.0067817	0.0126713	0.0045539	-255121.494
70165	0.3056373	0.0570876	0.0722070	0.0723793	0.0824988	0.0632033	0.0698562	0.0635551	0.0351863	0.0046783	0.0173178	0.0091022	0.0198779	-255124.122
70170	0.3122160	0.0549054	0.0720895	0.0659988	0.0824988	0.0593950	0.0670269	0.0635551	0.0351863	0.0054678	0.0051005	0.0164998	0.0198779	-255122.777
70175	0.3155968	0.0527885	0.0748181	0.0713509	0.0824988	0.0593950	0.0625535	0.0777624	0.0724463	0.0061255	0.0063754	0.0078816	0.0366971	-255121.194
70180	0.3121538	0.0550873	0.0714692	0.0739376	0.0828528	0.0543050	0.0667281	0.0676198	0.0131482	0.0053068	0.0063754	0.0078816	0.0021978	-255129.001
70185	0.3764321	0.0653112	0.0807988	0.0567574	0.0698828	0.0481999	0.0562824	0.0562667	0.0390059	0.0087146	0.0206078	0.0042984	0.0074193	-255120.304
70190	0.3655334	0.0614652	0.0754414	0.0741206	0.0722241	0.0555801	0.0557179	0.0581517	0.0614481	0.0219049	0.0097057	0.0375759	0.0027997	-255117.481
70195	0.3449115	0.0607254	0.0706662	0.0608763	0.0813959	0.0603917	0.0585441	0.0631859	0.0478529	0.0219049	0.0063973	0.0181520	0.0027997	-255117.578
70200	0.3399931	0.0627472	0.0659101	0.0694054	0.0783059	0.0612653	0.0643372	0.0555627	0.1009641	0.0545266	0.0122774	0.0219889	0.0124315	-255117.720
70205	0.3149274	0.0550815	0.0645882	0.0749295	0.1008453	0.0581739	0.0630423	0.0599851	0.0232385	0.1629024	0.0122774	0.0169660	0.0124315	-255121.506
70210	0.2991560	0.0574036	0.0626840	0.0738152	0.0555338	0.0677440	0.0691570	0.0632191	0.0213754	0.1249148	0.0015487	0.0260023	0.0218279	-255123.629
70215	0.3084353	0.0595724	0.0698928	0.0701249	0.0799776	0.0657059	0.0710268	0.0613171	0.0112357	0.0391105	0.0065302	0.0584529	0.0218279	-255125.013
70220	0.2704779	0.0553158	0.0591350	0.0781671	0.0891497	0.0732413	0.0731363	0.0678337	0.0112357	0.0179628	0.0266144	0.0174364	0.0523886	-255121.208
70225	0.2671185	0.0551256	0.0569991	0.0773010	0.0868068	0.0693211	0.0736241	0.0803208	0.0133811	0.0216213	0.0083366	0.0453663	0.0523886	-255122.554
70230	0.2657704	0.0533624	0.0568814	0.0947591	0.0902363	0.0716116	0.0783690	0.0747413	0.0566188	0.0153371	0.0029047	0.0453663	0.0469548	-255128.148
70235	0.2776925	0.0532440	0.0594330	0.0775184	0.0907464	0.0685371	0.0707467	0.0728731	0.0077406	0.0307623	0.0158697	0.0175109	0.0469548	-255116.365
70240	0.3033875	0.0565761	0.0652318	0.0729529	0.0767101	0.0695541	0.0620970	0.0685812	0.0020209	0.0371894	0.0444778	0.0175109	0.0012062	-255125.403
70245	0.2653470	0.0506721	0.0567297	0.0838863	0.0882065	0.0746087	0.0760306	0.0788594	0.0020209	0.0097035	0.0056450	0.0814610	0.0012062	-255132.415
70250	0.3491313	0.0671493	0.0726673	0.0631330	0.0727700	0.0551682	0.0608294	0.0593498	0.0071268	0.0480421	0.0379068	0.1116180	0.0018172	-255130.309
70255	0.3568149	0.0727285	0.0730404	0.0630659	0.0719708	0.0518400	0.0547981	0.0592867	0.0022191	0.0385389	0.0379068	0.1008414	0.0006575	-255127.646
70260	0.2476921	0.0507320	0.0496521	0.0878758	0.1002839	0.0797411	0.0694820	0.0826098	0.0039106	0.0385389	0.0098502	0.0316812	0.0006575	-255127.897
70265	0.3159218	0.0624922	0.0595328	0.0688972	0.0763402	0.0576931	0.0655164	0.0647685	0.0039106	0.0385389	0.0129777	0.0428706	0.0006575	-255123.265
70270	0.3840687	0.0758271	0.0763834	0.0687969	0.0654417	0.0474564	0.0616235	0.0532764	0.0578586	0.0385389	0.0055479	0.0726187	0.0016758	-255127.452
70275	0.3894326	0.0708648	0.0737946	0.0689735	0.0659283	0.0510145	0.0527504	0.0540527	0.0578586	0.0726851	0.0025193	0.0726187	0.0012009	-255119.463
70280	0.3643212	0.0639159	0.0664722	0.0619940	0.0755114	0.0545307	0.0588242	0.0577784	0.0150711	0.0783727	0.0020399	0.0194311	0.0008007	-255117.197
70285	0.3605057	0.0614934	0.0682086	0.0772675	0.0780278	0.0563479	0.0577351	0.0597038	0.0150711	0.0978108	0.0045065	0.0371054	0.0023012	-255123.762
70290	0.3106282	0.0543088	0.0574224	0.0787723	0.0856136	0.0631589	0.0864630	0.0669205	0.0258640	0.0385438	0.0045262	0.1027350	0.0023012	-255123.751
70295	0.3724758	0.0729724	0.0759199	0.0619930	0.0827992	0.0497054	0.0647920	0.0526657	0.0103683	0.0786667	0.0037869	0.0370349	0.0084964	-255117.338
70300	0.2990919	0.0569000	0.0591983	0.0795039	0.1069221	0.0637455	0.0770638	0.0622523	0.0103683	0.0279190	0.0011165	0.0370349	0.0175886	-255120.129
70305	0.3912453	0.0713863	0.0727298	0.0587972	0.0687449	0.0500902	0.0574286	0.0544819	0.0079968	0.1004197	0.0015383	0.0287132	0.0175886	-255119.083
70310	0.3736887	0.0737036	0.0766945	0.0588238	0.0710930	0.0501128	0.0614922	0.0513037	0.0459228	0.0501838	0.0062802	0.0768240	0.0519335	-255120.993
70315	0.3598102	0.0691093	0.0765699	0.0588238	0.0809658	0.0501128	0.0568349	0.0504416	0.0638438	0.1257151	0.0298091	0.0277505	0.0519335	-255122.227
70320	0.3604600	0.0650491	0.0779515	0.0744013	0.0719259	0.0508741	0.0552989	0.0465926	0.0934931	0.0070893	0.0089595	0.0294604	0.0699878	-255119.020
70325	0.3305383	0.0592610	0.0689825	0.0670025	0.0817354	0.0616118	0.0621310	0.0552252	0.0336454	0.0134101	0.0302772	0.0328257	0.0537512	-255118.230
70330	0.2839733	0.0525735	0.0596754	0.0788969	0.1006233	0.0725492	0.0780299	0.0701824	0.0336454	0.0309268	0.0134209	0.0328257	0.0230411	-255119.716
70335	0.2655309	0.0503177	0.0575619	0.0855113	0.0897290	0.0702429	0.0908559	0.0760663	0.0104279	0.0224170	0.0249048	0.0241158	0.0348914	-255121.646
70340	0.3229549	0.0568433	0.0710269	0.0723164	0.0813402	0.0603601	0.0688350	0.0607631	0.0339748	0.0177951	0.0121854	0.0241158	0.0348914	-255121.004
70345	0.3829137	0.0669633	0.0802718	0.0609927	0.0804632	0.0509085	0.0534027	0.0512485	0.0991540	0.0682861	0.0078995	0.0015713	0.0122330	-255120.768
70350	0.3408269	0.0572379	0.0671217	0.0688673	0.0765839	0.0680636	0.0602974	0.0616890	0.0991540	0.0362799	0.0703514	0.0076659	0.0041420	-255119.835
70355	0.4295063	0.0688140	0.0778579	0.0643847	0.0790578	0.0565502	0.0555436	0.0469201	0.1288735	0.0493040	0.0365590	0.0288379	0.0054801	-255116.030
70360	0.3597655	0.0632030	0.0631420	0.0716341	0.0877393	0.0551779	0.0634648	0.0551767	0.0202202	0.0715270	0.0365590	0.1197853	0.0448817	-255120.603
70365	0.3254391	0.0589286	0.0564089	0.0676196	0.0862105	0.0718138	0.0736412	0.0584058	0.0401538	0.0430128	0.0089310	0.0323507	0.0115052	-255124.457
70370	0.4108271	0.0663846	0.0696541	0.0559158	0.0698171	0.0547273	0.0584241	0.0562693	0.0401538	0.0185170	0.0100851	0.0323507	0.0082631	-255123.317
70375	0.3734543	0.0674345	0.0688843	0.0713291	0.0764010	0.0576737	0.0597524	0.0619003	0.0202065	0.0185170	0.0022383	0.0923349	0.0082631	-255124.846
70380	0.3597647	0.0667595	0.0697818	0.0577393	0.0812237	0.0569320	0.0696305	0.0558976	0.0326615	0.0487824	0.0081125	0.0577839	0.0187422	-255117.244
70385	0.2998212	0.0617832	0.0565955	0.0773853	0.0831543	0.0524766	0.0655857	0.0670733	0.0488564	0.0487824	0.1622091	0.0323964	0.0169783	-255121.656
70390	0.3935150	0.0720719	0.0794946	0.0542075	0.0700406	0.0625010	0.0522372	0.0558499	0.0846575	0.0257568	0.0260258	0.0466149	0.0054773	-255126.284
70395	0.3910660	0.0672949	0.0800172	0.0545646	0.0666031	0.0569860	0.0496716	0.0531088	0.0711788	0.0230752	0.0479086	0.0411000	0.0090899	-255122.680
70400	0.2916674	0.0499739	0.0527762	0.0839383	0.0840224	0.0774107	0.0698555	0.0729364	0.0419953	0.0226517	0.0729067	0.0411000	0.0036933	-255120.777
70405	0.3730949	0.0641355	0.0735199	0.0602217	0.0747225	0.0501718	0.0546222	0.0558213	0.0419953	0.0226517	0.0214531	0.0180226	0.0014353	-255119.356
70410	0.3947523	0.0672706	0.0777876	0.0569178	0.0713173	0.0474192	0.0518129	0.0527588	0.0419953	0.0569604	0.0214531	0.0042914	0.0064135	-255128.346
70415	0.3702770	0.0604040	0.0807822	0.0664850	0.0694003	0.0549476	0.0552378	0.0575140	0.0773743	0.0050175	0.0417421	0.0020156	0.0119845	-255118.979
70420	0.3702770	0.0607371	0.0807822	0.0664850	0.0694003	0.0579454	0.0560652	0.0575140	0.0773743	0.0229422	0.0143102	0.0034581	0.0119845	-255117.437
70425	0.3397685	0.0571541	0.0675236	0.0736599	0.0768898	0.0589443	0.0638730	0.0663377	0.0121272	0.0067447	0.0534297	0.0028069	0.0201451	-255128.854
70430	0.3451549	0.0573519	0.0710232	0.0700303	0.0886172	0.0565804	0.0607793	0.0636093	0.0278893	0.0930602	0.0331175	0.0235776	0.0201451	-255121.658
70435	0.3359638	0.0508311	0.0691156	0.0750366	0.0852705	0.0606252	0.0733867	0.0770587	0.0105281	0.0261857	0.0331175	0.0235776	0.0615992	-255125.408
70440	0.4051560	0.0610200	0.0772373	0.0627725	0.0778483	0.0521404	0.0569998	0.0506266	0.0499678	0.0540510	0.0331175	0.0050926	0.0157687	-255122.872
70445	0.3487572	0.0523172	0.0704756	0.0716636	0.0931393	0.0561118	0.0660354	0.0621696	0.1176424	0.0665532	0.0716686	0.0050926	0.0157687	-255119.281
70450	0.3100571	0.0502785	0.0603649	0.0803026	0.0985309	0.0687174	0.0739959	0.0696640	0.0371359	0.0208356	0.0366712	0.0050926	0.0091134	-255123.509
70455	0.3381608	0.0493559	0.0671965	0.0663724	0.0813624	0.0619635	0.0667232	0.0628171	0.0996861	0.0395915	0.0124858	0.0631428	0.0135177	-255122.769
70460	0.4141164	0.0608546	0.0769657	0.0567844	0.0690926	0.0454815	0.0587667	0.0553725	0.0621499	0.1252791	0.0124858	0.0087112	0.0135177	-255119.738
70465	0.3434858	0.0522043	0.0689251	0.0795842	0.0824640	0.0630202	0.0647623	0.0617399	0.0621499	0.0353758	0.0333238	0.0112659	0.0070005	-255121.576
70470	0.3866053	0.0611633	0.0759536	0.0673143	0.0838456	0.0537041	0.0528866	0.0526131	0.0621499	0.0344027	0.0169774	0.0196303	0.0030236	-255120.750
70475	0.3985999	0.0621223	0.0778745	0.0652887	0.0936558	0.0520880	0.0549415	0.0558566	0.0346909	0.0705751	0.0439436	0.0038246	0.0130781	-255121.350
70480	0.3359188	0.0503101	0.0677640	0.0864669	0.0794069	0.0620807	0.0651933	0.0633844	0.0348522	0.0248606	0.0296500	0.0046123	0.0412972	-255121.477
70485	0.3706675	0.0551281	0.0774710	0.0663341	0.0700223	0.0564846	0.0594957	0.0607777	0.0449201	0.0243624	0.0113618	0.0093120	0.0173632	-255128.446
70490	0.3813080	0.0558266	0.0750740	0.0724228	0.0786991	0.0564846	0.0594957	0.0607777	0.1653211	0.0439157	0.0377352	0.0171408	0.0269560	-255118.200
70495	0.3788710	0.0582171	0.0788609	0.0578057	0.0647043	0.0549206	0.0579105	0.0536680	0.0357757	0.0206385	0.0218406	0.0096119	0.0269560	-255118.083
70500	0.3358844	0.0548239	0.0699133	0.0726349	0.0772896	0.0538930	0.0621638	0.0642339	0.0220345	0.0351565	0.0162766	0.0005740	0.0269560	-255122.326
70505	0.3423901	0.0543521	0.0699133	0.0959570	0.0658757	0.0593452	0.0621638	0.0642339	0.0696434	0.0691140	0.0046264	0.0001882	0.0072462	-255127.406
70510	0.3398305	0.0540714	0.0700461	0.1147446	0.0819022	0.0592327	0.0620459	0.0555663	0.1739759	0.0477414	0.0046264	0.0007870	0.0761865	-255120.115
70515	0.3625832	0.0599654	0.0801095	0.0740986	0.0687996	0.0540872	0.0566560	0.0582346	0.0925121	0.0279714	0.0033901	0.0002308	0.0210336	-255118.708
70520	0.3695281	0.0594367	0.0781979	0.0747814	0.0704814	0.0554093	0.0580410	0.0607247	0.0779924	0.0124604	0.1043067	0.0011766	0.0210336	-255121.720
70525	0.3247502	0.0503958	0.0730946	0.0658472	0.0849613	0.0685377	0.0631688	0.0664087	0.0779924	0.0124604	0.0545345	0.0020698	0.0210336	-255121.716
70530	0.3527271	0.0554981	0.0793916	0.0681764	0.0782225	0.0553011	0.0619409	0.0611414	0.0779924	0.0093073	0.0223177	0.0026078	0.0185400	-255122.951
70535	0.3482213	0.0573191	0.0783358	0.0690585	0.0721377	0.0496165	0.0627423	0.0557800	0.1031809	0.0264593	0.0024338	0.0162105	0.0185400	-255124.926
70540	0.3735763	0.0603483	0.0772999	0.0827903	0.0711529	0.0493105	0.0560587	0.0519941	0.1031809	0.0176339	0.0062838	0.0302828	0.0185400	-255122.151
70545	0.3299044	0.0541085	0.0753622	0.0699526	0.0795411	0.0551237	0.0667303	0.0639645	0.0333767	0.0117124	0.0020660	0.0077394	0.0620215	-255118.380
70550	0.3669736	0.0633310	0.0762496	0.0795279	0.0627444	0.0493561	0.0597618	0.0531762	0.0989432	0.0386975	0.0040615	0.0081904	0.0219720	-255118.963
70555	0.3116952	0.0511200	0.0682306	0.0810210	0.0850091	0.0676354	0.0724662	0.0624110	0.1996175	0.1446038	0.0275462	0.0186925	0.0043457	-255120.601
70560	0.4086043	0.0656768	0.0779287	0.0583303	0.0791195	0.0471522	0.0540294	0.0502575	0.0389242	0.0447745	0.0809472	0.0186925	0.0181750	-255125.766
70565	0.3664938	0.0622311	0.0689338	0.0659415	0.0712737	0.0519992	0.0613405	0.0568153	0.0724527	0.0202011	0.0201129	0.0435275	0.0307184	-255122.970
70570	0.3158261	0.0574987	0.0637127	0.0754244	0.0815235	0.0594771	0.0694591	0.0666747	0.0101139	0.0105096	0.0079829	0.0435275	0.0307184	-255126.419
70575	0.3491924	0.0560989	0.0707850	0.0701008	0.0757693	0.0652037	0.0715912	0.0562924	0.0490104	0.0339430	0.0020343	0.0322817	0.0043013	-255125.414
70580	0.3313291	0.0510939	0.0675552	0.0748799	0.0720360	0.0621670	0.0642899	0.0601301	0.0173519	0.0339430	0.0231409	0.0153894	0.0216144	-255123.728
70585	0.3473716	0.0527721	0.0768137	0.0661631	0.0824924	0.0602384	0.0802682	0.0763161	0.0615596	0.0339430	0.0612253	0.0640795	0.0738424	-255120.063
70590	0.3437508	0.0506738	0.0780672	0.0626301	0.0824924	0.0643920	0.0703612	0.0605026	0.0615596	0.0677454	0.0148035	0.0640795	0.0099873	-255116.197
70595	0.3355945	0.0527797	0.0734633	0.0761054	0.0795573	0.0571473	0.0656035	0.0641947	0.0615596	0.0367223	0.0368968	0.0041304	0.0200278	-255121.818
70600	0.3345125	0.0524682	0.0758286	0.0731460	0.0807482	0.0823352	0.0663489	0.0745412	0.1642905	0.0510638	0.0908432	0.0111367	0.1721448	-255120.844
70605	0.3052824	0.0502904	0.0689664	0.0800660	0.0831195	0.0680116	0.0683303	0.0860982	0.1642905	0.0106995	0.0223648	0.0017366	0.1359343	-255118.313
70610	0.3046935	0.0502904	0.0722955	0.0715959	0.0925059	0.0605247	0.0683303	0.0679589	0.1005453	0.0364565	0.0144382	0.0043252	0.0435769	-255119.102
70615	0.3419722	0.0600057	0.0799174	0.0726782	0.0683618	0.0651845	0.0601858	0.0578128	0.1005453	0.0203026	0.0144382	0.0043252	0.0129588	-255123.037
70620	0.3262091	0.0517078	0.0743968	0.0724200	0.0759125	0.0704952	0.0646518	0.0667372	0.0334696	0.0203026	0.0422440	0.0027082	0.0378274	-255118.507
70625	0.3225443	0.0517078	0.0721920	0.0759133	0.0822797	0.0629257	0.0646518	0.0598030	0.0133373	0.0518060	0.0259824	0.0001973	0.0378274	-255115.120
70630	0.3537155	0.0572634	0.0798544	0.0545894	0.0923264	0.0654947	0.0583794	0.0455512	0.0133373	0.1059017	0.0418502	0.0004598	0.0858503	-255127.789
70635	0.3491406	0.0542687	0.0738939	0.0661487	0.0928201	0.0719182	0.0583794	0.0520745	0.0747147	0.0462591	0.0533961	0.0013882	0.0513292	-255128.455
70640	0.3500598	0.0561362	0.0776091	0.0726281	0.0844417	0.0549215	0.0582261	0.0599638	0.3612815	0.0709593	0.0479973	0.0049115	0.0513292	-255118.967
70645	0.3500598	0.0578046	0.0776091	0.0640332	0.0736357	0.0577668	0.0582261	0.0599638	0.1004260	0.0273532	0.0116962	0.0015632	0.0373862	-255116.047
70650	0.3312928	0.0497689	0.0711805	0.0733040	0.0763418	0.0655127	0.0622572	0.0572687	0.0270738	0.0228747	0.0072065	0.0091360	0.0373862	-255121.283
70655	0.3342507	0.0528791	0.0735672	0.0733040	0.0845114	0.0672435	0.0598495	0.0618450	0.0270738	0.0195037	0.0139132	0.0253085	0.0373862	-255118.147
70660	0.3119225	0.0552737	0.0720819	0.0748145	0.0794160	0.0569956	0.0610828	0.0659397	0.0270738	0.0053031	0.0090998	0.0062554	0.0087094	-255125.226
70665	0.3119225	0.0530497	0.0720819	0.0748145	0.0794160	0.0569956	0.0608242	0.0620071	0.0064511	0.0081892	0.0090998	0.0062554	0.0201636	-255118.065
70670	0.2829690	0.0519139	0.0609928	0.0960244	0.0983523	0.0757413	0.0761227	0.0716738	0.0160044	0.0204684	0.0242601	0.0086972	0.0088899	-255117.212
70675	0.3276854	0.0627975	0.0720738	0.0668649	0.0793094	0.0610763	0.0592757	0.0535422	0.0099506	0.0072020	0.0461566	0.0120923	0.0058741	-255125.383
70680	0.3354392	0.0607611	0.0776102	0.0668649	0.0793094	0.0510885	0.0564023	0.0640651	0.0242928	0.0072020	0.0461566	0.0120923	0.0253812	-255120.519
70685	0.3256199	0.0599248	0.0697111	0.0688073	0.0749067	0.0569666	0.0580407	0.0622412	0.0242444	0.0168675	0.0172110	0.0172025	0.0253812	-255120.334
70690	0.2937327	0.0539416	0.0646469	0.0806249	0.1029731	0.0643229	0.0698812	0.0683191	0.0242444	0.0353951	0.0172110	0.0079008	0.0253812	-255116.078
70695	0.2916539	0.0504978	0.0659638	0.0746384	0.0866263	0.0745273	0.0760297	0.0756600	0.0277821	0.0341713	0.0729658	0.0243795	0.0285162	-255115.730
70700	0.3162255	0.0547522	0.0745517	0.0779463	0.0798952	0.0650864	0.0641188	0.0689351	0.0691101	0.0308443	0.0625880	0.0154655	0.0285162	-255123.247
70705	0.3162255	0.0512091	0.0747870	0.0657124	0.0798952	0.0789631	0.0663865	0.0689351	0.0691101	0.0080533	0.0727685	0.0057488	0.0046980	-255130.168
70710	0.3228810	0.0520057	0.0750093	0.0794247	0.0778810	0.0758034	0.0647128	0.0671972	0.0275806	0.0068064	0.0386251	0.0014618	0.0064647	-255124.755
70715	0.2683559	0.0505421	0.0612331	0.0912059	0.0894333	0.0658047	0.0792532	0.0771647	0.0596263	0.0146091	0.0048741	0.0469957	0.0438388	-255121.332
70720	0.3196222	0.0608738	0.0780067	0.0701831	0.0811966	0.0611129	0.0597034	0.0629593	0.0149718	0.0195222	0.0212372	0.0299832	0.0294002	-255119.005
70725	0.3097034	0.0585087	0.0755859	0.0724308	0.0735107	0.0571175	0.0683587	0.0729821	0.0315529	0.0160391	0.0030239	0.0609818	0.0838943	-255122.529
70730	0.2698762	0.0478986	0.0674277	0.0900871	0.0929086	0.0672197	0.0660719	0.0754987	0.0439125	0.0207134	0.0034110	0.0203702	0.0383594	-255121.929
70735	0.2914295	0.0530760	0.0665597	0.0899851	0.0857278	0.0620243	0.0622653	0.0761533	0.0439125	0.0207134	0.0108409	0.0492774	0.0804208	-255119.776
70740	0.2594385	0.0500862	0.0550921	0.0910467	0.0976543	0.0739921	0.0848533	0.0711733	0.0205814	0.0307048	0.0299660	0.0277446	0.0199940	-255122.114
70745	0.2901412	0.0545601	0.0620741	0.0791376	0.0953124	0.0660121	0.0687184	0.0679198	0.0114992	0.0298708	0.0765780	0.0245613	0.0094524	-255120.267
70750	0.3087031	0.0560026	0.0656049	0.0749524	0.0951681	0.0720145	0.0694579	0.0629451	0.0524485	0.1191031	0.0765780	0.0109198	0.0251797	-255118.865
70755	0.3147109	0.0527294	0.0676010	0.0700141	0.0736868	0.0624760	0.0676235	0.0589526	0.0270968	0.0280351	0.0165538	0.0190363	0.0104850	-255128.618
70760	0.2969054	0.0529842	0.0626784	0.0744384	0.0827753	0.0639262	0.0650366	0.0668256	0.0270968	0.0122311	0.0250227	0.0190363	0.0362621	-255123.693
70765	0.3526522	0.0618360	0.0740551	0.0626712	0.0638066	0.0538209	0.0613190	0.0506358	0.0420875	0.0870651	0.0065848	0.0092038	0.0196527	-255121.928
70770	0.2896320	0.0539364	0.0663370	0.1040613	0.0822631	0.0640177	0.0708427	0.0596038	0.1418386	0.1809372	0.0047225	0.0092038	0.0203563	-255118.833
70775	0.3131875	0.0538669	0.0702910	0.0684516	0.0986756	0.0648203	0.0670606	0.0662980	0.1259630	0.0646652	0.0079867	0.0037220	0.0203563	-255116.427
70780	0.2964168	0.0496194	0.0633953	0.0822801	0.0880936	0.0668535	0.0684308	0.0747167	0.0353140	0.0698225	0.1054706	0.0064738	0.0547568	-255117.414
70785	0.3352016	0.0586401	0.0745561	0.0686294	0.0749227	0.0586483	0.0605130	0.0595259	0.0353140	0.1842369	0.0143744	0.0064738	0.0111692	-255124.056
70790	0.3007014	0.0542572	0.0624509	0.0736759	0.0759432	0.0665954	0.0695412	0.0623190	0.0107407	0.0868510	0.0153840	0.0102976	0.0207762	-255117.123
70795	0.3044869	0.0558253	0.0646470	0.0681164	0.0815970	0.0654794	0.0636539	0.0694529	0.0508759	0.0265697	0.0204565	0.0102976	0.0207762	-255117.239
70800	0.3353395	0.0583730	0.0754974	0.0650134	0.0769147	0.0570287	0.0577478	0.0617284	0.0508759	0.0089711	0.0497251	0.0102976	0.0207762	-255120.154
70805	0.3386206	0.0593453	0.0797995	0.0733241	0.0740878	0.0644213	0.0558439	0.0594597	0.0390462	0.0059692	0.0336123	0.0346758	0.0046580	-255123.438
70810	0.3011907	0.0553004	0.0654521	0.0689367	0.0844685	0.0640928	0.0679663	0.0677908	0.0091238	0.0108299	0.0336123	0.0118786	0.0055428	-255125.957
70815	0.3070286	0.0590378	0.0655371	0.0783290	0.0828624	0.0632676	0.0754073	0.0665019	0.0215290	0.0108299	0.0175035	0.0359101	0.0094417	-255121.510
70820	0.3080302	0.0530815	0.0655371	0.0783290	0.0828624	0.0632676	0.0641256	0.0665019	0.0215290	0.0080713	0.0108702	0.0269432	0.0038460	-255124.503
70825	0.3405567	0.0630828	0.0718142	0.0700642	0.0737973	0.0630469	0.0619830	0.0592265	0.0215290	0.0157556	0.0337389	0.0124814	0.0046657	-255120.763
70830	0.3571984	0.0651646	0.0743935	0.0706211	0.0741349	0.0531915	0.0598340	0.0571731	0.0066173	0.0157556	0.0098696	0.0296235	0.0124740	-255121.393
70835	0.2943583	0.0543291	0.0631596	0.0810141	0.1020670	0.0589758	0.0627225	0.0711804	0.0507967	0.0351529	0.0098696	0.0495890	0.0089971	-255119.423
70840	0.3696998	0.0709861	0.0756630	0.0635036	0.0800062	0.0482746	0.0533225	0.0555674	0.0106559	0.0351529	0.0075799	0.0217723	0.0161897	-255122.321
